,sa,timedifference,sequence no,length
940,84:2e:27:6b:53:df,4301.817943229,45085,158
941,84:2e:27:6b:53:df,4301.81922685,45086,158
942,84:2e:27:6b:53:df,4301.822164327,45088,158
943,84:2e:27:6b:53:df,4301.8429461979995,45092,158
944,84:2e:27:6b:53:df,4301.904320619,45102,158
945,84:2e:27:6b:53:df,4302.030589424,45125,158
946,84:2e:27:6b:53:df,4302.031985394,45126,158
947,84:2e:27:6b:53:df,4302.0333936629995,45127,158
948,84:2e:27:6b:53:df,4302.052341041,45130,158
958,84:2e:27:6b:53:df,4309.689367477999,45199,158
959,84:2e:27:6b:53:df,4309.690765714,45200,158
960,84:2e:27:6b:53:df,4309.6921509389995,45201,158
961,84:2e:27:6b:53:df,4309.693434749999,45202,158
962,84:2e:27:6b:53:df,4309.716631472,45206,158
965,84:2e:27:6b:53:df,4310.216102607,45273,158
966,84:2e:27:6b:53:df,4310.2364549409995,45277,158
967,84:2e:27:6b:53:df,4310.240575641999,45280,158
968,84:2e:27:6b:53:df,4310.392026134,45300,158
969,84:2e:27:6b:53:df,4310.393404453,45301,158
970,84:2e:27:6b:53:df,4310.394745987999,45302,158
971,84:2e:27:6b:53:df,4310.410997135999,45303,158
972,84:2e:27:6b:53:df,4310.412368654999,45304,158
973,84:2e:27:6b:53:df,4310.413776889,45305,158
974,84:2e:27:6b:53:df,4317.941299626999,45451,158
984,84:2e:27:6b:53:df,4712.652017191,49189,158
985,84:2e:27:6b:53:df,4712.653402761999,49190,158
986,84:2e:27:6b:53:df,4712.654856706999,49191,158
987,84:2e:27:6b:53:df,4712.656527227,49192,158
988,84:2e:27:6b:53:df,4712.907021921,49229,158
989,84:2e:27:6b:53:df,4712.908410759999,49230,158
990,84:2e:27:6b:53:df,4712.909990163999,49231,158
991,84:2e:27:6b:53:df,4712.912342197999,49232,158
998,84:2e:27:6b:53:df,4714.900125505,49309,158
1011,84:2e:27:6b:53:df,4719.159976804,49336,158
1012,84:2e:27:6b:53:df,4719.16132513,49337,158
1013,84:2e:27:6b:53:df,4719.180329047999,49340,158
1014,84:2e:27:6b:53:df,4719.200943483,49343,158
1015,84:2e:27:6b:53:df,4719.203682421,49345,158
1016,84:2e:27:6b:53:df,4719.219999201,49346,158
1017,84:2e:27:6b:53:df,4719.331549658999,49360,158
1018,84:2e:27:6b:53:df,4719.332891153999,49361,158
1019,84:2e:27:6b:53:df,4719.334284744,49362,158
1020,84:2e:27:6b:53:df,4719.3356132379995,49363,158
1021,84:2e:27:6b:53:df,4719.3519205659995,49364,158
1022,84:2e:27:6b:53:df,4719.35331369,49365,158
1023,84:2e:27:6b:53:df,4719.354747783999,49366,158
1024,84:2e:27:6b:53:df,4719.356099036,49367,158
1025,84:2e:27:6b:53:df,4719.7291360359995,49415,158
1026,84:2e:27:6b:53:df,4719.730497191999,49416,158
1027,84:2e:27:6b:53:df,4719.731963697,49417,158
1028,84:2e:27:6b:53:df,4719.733303235,49418,158
1029,84:2e:27:6b:53:df,4719.749525027999,49419,158
1030,84:2e:27:6b:53:df,4719.750918102,49420,158
1031,84:2e:27:6b:53:df,4719.752325328,49421,158
1032,84:2e:27:6b:53:df,4719.753688162,49422,158
1041,84:2e:27:6b:53:df,4781.531687014999,49792,158
1042,84:2e:27:6b:53:df,4781.534516717999,49794,158
1043,84:2e:27:6b:53:df,4781.535834296999,49795,158
1044,84:2e:27:6b:53:df,4781.552811362999,49803,158
1045,84:2e:27:6b:53:df,4781.55905765,49807,158
1046,84:2e:27:6b:53:df,4781.563147735,49810,158
1047,84:2e:27:6b:53:df,4781.5765575529995,49815,158
1048,84:2e:27:6b:53:df,4781.585850652999,49819,158
1049,84:2e:27:6b:53:df,4781.588607324,49821,158
1050,84:2e:27:6b:53:df,4781.593729468999,49822,158
1051,84:2e:27:6b:53:df,4781.595185774,49823,158
1052,84:2e:27:6b:53:df,4781.596539071,49824,158
1053,84:2e:27:6b:53:df,4781.603062462999,49826,158
1054,84:2e:27:6b:53:df,4781.604458393,49827,158
1055,84:2e:27:6b:53:df,4781.607163644,49829,158
