,sa,timedifference,sequence no,length
291,84:2e:27:6b:53:df,1363.993985142,16383,158
292,84:2e:27:6b:53:df,1364.0365567140002,16392,158
293,84:2e:27:6b:53:df,1364.073718692,16397,158
294,84:2e:27:6b:53:df,1364.098246814,16402,158
295,84:2e:27:6b:53:df,1364.244734098,16430,158
296,84:2e:27:6b:53:df,1364.248219842,16432,158
297,84:2e:27:6b:53:df,1364.2634209540001,16433,158
298,84:2e:27:6b:53:df,1364.266265988,16435,158
299,84:2e:27:6b:53:df,1364.267708766,16436,158
300,84:2e:27:6b:53:df,1364.350202108,16451,158
301,84:2e:27:6b:53:df,1364.3686896430002,16453,158
302,84:2e:27:6b:53:df,1364.3948360699999,16460,158
303,84:2e:27:6b:53:df,1364.4977917990002,16478,158
304,84:2e:27:6b:53:df,1364.499662917,16479,158
305,84:2e:27:6b:53:df,1364.51656493,16481,158
306,84:2e:27:6b:53:df,1364.5198449430002,16483,158
312,84:2e:27:6b:53:df,1366.441831657,16520,158
313,84:2e:27:6b:53:df,1366.44325702,16521,158
314,84:2e:27:6b:53:df,1366.44609174,16523,158
315,84:2e:27:6b:53:df,1366.461849057,16524,158
316,84:2e:27:6b:53:df,1366.46325056,16525,158
317,84:2e:27:6b:53:df,1366.465995071,16527,158
318,84:2e:27:6b:53:df,1366.7050590140002,16556,158
319,84:2e:27:6b:53:df,1366.970458732,16592,158
320,84:2e:27:6b:53:df,1366.971840419,16593,158
321,84:2e:27:6b:53:df,1366.973233763,16594,158
322,84:2e:27:6b:53:df,1366.9745743859999,16595,158
323,84:2e:27:6b:53:df,1366.991252837,16596,158
324,84:2e:27:6b:53:df,1366.992688318,16597,158
325,84:2e:27:6b:53:df,1366.994098511,16598,158
326,84:2e:27:6b:53:df,1366.995439435,16599,158
331,84:2e:27:6b:53:df,1372.237361302,16766,158
332,84:2e:27:6b:53:df,1372.238754466,16767,158
333,84:2e:27:6b:53:df,1380.070653091,16967,158
334,84:2e:27:6b:53:df,1380.074773075,16970,158
335,84:2e:27:6b:53:df,1380.091505493,16971,158
336,84:2e:27:6b:53:df,1380.094251766,16973,158
337,84:2e:27:6b:53:df,1380.112580981,16976,158
338,84:2e:27:6b:53:df,1380.113948896,16977,158
339,84:2e:27:6b:53:df,1380.131034062,16979,158
340,84:2e:27:6b:53:df,1380.1324286990002,16980,158
341,84:2e:27:6b:53:df,1380.1351560199998,16982,158
342,84:2e:27:6b:53:df,1380.154702342,16985,158
343,84:2e:27:6b:53:df,1396.181329833,17060,158
348,84:2e:27:6b:53:df,1436.416585622,17216,158
349,84:2e:27:6b:53:df,1436.437459937,17220,158
350,84:2e:27:6b:53:df,1436.456011716,17223,158
351,84:2e:27:6b:53:df,1436.457383721,17224,158
352,84:2e:27:6b:53:df,1436.458858914,17225,158
353,84:2e:27:6b:53:df,1543.3489054390002,17466,158
354,84:2e:27:6b:53:df,1543.363854925,17467,158
355,84:2e:27:6b:53:df,1543.365249507,17468,158
356,84:2e:27:6b:53:df,1543.38484591,17471,158
357,84:2e:27:6b:53:df,1543.386287656,17472,158
358,84:2e:27:6b:53:df,1681.920325262,17845,158
359,84:2e:27:6b:53:df,1682.071043868,17865,158
360,84:2e:27:6b:53:df,1682.072429008,17866,158
361,84:2e:27:6b:53:df,1682.073859323,17867,158
362,84:2e:27:6b:53:df,1682.075212419,17868,158
363,84:2e:27:6b:53:df,1682.0913761499999,17869,158
364,84:2e:27:6b:53:df,1682.092798206,17870,158
365,84:2e:27:6b:53:df,1682.094232264,17871,158
366,84:2e:27:6b:53:df,1682.0955485709999,17872,158
367,84:2e:27:6b:53:df,1682.4666817099999,17919,158
368,84:2e:27:6b:53:df,1682.468083078,17920,158
369,84:2e:27:6b:53:df,1682.469516365,17921,158
370,84:2e:27:6b:53:df,1682.4708689,17922,158
371,84:2e:27:6b:53:df,1693.046535337,17987,158
378,84:2e:27:6b:53:df,1778.47274871,20477,158
379,84:2e:27:6b:53:df,1778.643243253,20509,158
380,84:2e:27:6b:53:df,1778.6446496780002,20510,158
381,84:2e:27:6b:53:df,1778.646468941,20511,158
382,84:2e:27:6b:53:df,1778.6478209299999,20512,158
383,84:2e:27:6b:53:df,1778.663032236,20513,158
384,84:2e:27:6b:53:df,1778.664398758,20514,158
385,84:2e:27:6b:53:df,1778.666048886,20515,158
386,84:2e:27:6b:53:df,1778.667524685,20516,158
387,84:2e:27:6b:53:df,1778.812495441,20541,158
388,84:2e:27:6b:53:df,1778.897225836,20557,158
389,84:2e:27:6b:53:df,1778.898615712,20558,158
390,84:2e:27:6b:53:df,1778.900399454,20559,158
391,84:2e:27:6b:53:df,1778.9020249440002,20560,158
392,84:2e:27:6b:53:df,1778.917109121,20561,158
393,84:2e:27:6b:53:df,1778.918616158,20562,158
394,84:2e:27:6b:53:df,1778.920617092,20563,158
395,84:2e:27:6b:53:df,1778.922199242,20564,158
400,84:2e:27:6b:53:df,1781.051783942,20617,158
401,84:2e:27:6b:53:df,1781.0531758680002,20618,158
402,84:2e:27:6b:53:df,1781.0545717030002,20619,158
