,sa,timedifference,sequence no,length
1092,84:2e:27:6b:53:df,3161.429490524,31351,158
1093,84:2e:27:6b:53:df,3161.430830164,31352,158
1094,84:2e:27:6b:53:df,3161.4328179599997,31353,158
1095,84:2e:27:6b:53:df,3161.4510190799997,31356,158
1096,84:2e:27:6b:53:df,3161.45253877,31357,158
1097,84:2e:27:6b:53:df,3161.4538896910003,31358,158
1098,84:2e:27:6b:53:df,3161.538510889,31373,158
1099,84:2e:27:6b:53:df,3161.598754721,31383,158
1100,84:2e:27:6b:53:df,3161.600218422,31384,158
1101,84:2e:27:6b:53:df,3161.689289345,31402,158
1102,84:2e:27:6b:53:df,3161.7779413440003,31418,158
1112,84:2e:27:6b:53:df,3164.311167536,31514,190
1113,84:2e:27:6b:53:df,3164.312767116,31515,190
1114,84:2e:27:6b:53:df,3164.3145925179997,31516,190
1115,84:2e:27:6b:53:df,3164.3366206929995,31521,190
1116,84:2e:27:6b:53:df,3164.543072132,31534,190
1117,84:2e:27:6b:53:df,3164.544656346,31535,190
1118,84:2e:27:6b:53:df,3164.546328499,31536,190
1119,84:2e:27:6b:53:df,3164.5479334610004,31537,190
1120,84:2e:27:6b:53:df,3164.558243387,31538,190
1121,84:2e:27:6b:53:df,3164.559919293,31539,190
1122,84:2e:27:6b:53:df,3164.5634926979997,31540,190
1123,84:2e:27:6b:53:df,3164.5650440619997,31541,190
1124,84:2e:27:6b:53:df,3164.83401078,31576,190
1125,84:2e:27:6b:53:df,3164.9413170049997,31587,190
1126,84:2e:27:6b:53:df,3164.942982578,31588,190
1127,84:2e:27:6b:53:df,3164.9446660969998,31589,190
1128,84:2e:27:6b:53:df,3164.9462667440002,31590,190
1129,84:2e:27:6b:53:df,3164.961774316,31591,190
1130,84:2e:27:6b:53:df,3164.9634799510004,31592,190
1131,84:2e:27:6b:53:df,3164.965156319,31593,190
1132,84:2e:27:6b:53:df,3164.9685107829996,31594,190
1133,84:2e:27:6b:53:df,3165.01029132,31602,190
1169,84:2e:27:6b:53:df,3354.47188217,35439,158
1170,84:2e:27:6b:53:df,3354.475214212,35441,158
1171,84:2e:27:6b:53:df,3354.4765374629997,35442,158
1172,84:2e:27:6b:53:df,3354.493202309,35444,158
1173,84:2e:27:6b:53:df,3354.500492554,35446,158
1174,84:2e:27:6b:53:df,3354.513514324,35447,158
1175,84:2e:27:6b:53:df,3354.514857883,35448,158
1176,84:2e:27:6b:53:df,3354.517331462,35449,158
1177,84:2e:27:6b:53:df,3354.518573837,35450,158
1178,84:2e:27:6b:53:df,3354.59856301,35463,158
1179,84:2e:27:6b:53:df,3354.672319346,35472,158
1180,84:2e:27:6b:53:df,3354.946114428,35496,158
1181,84:2e:27:6b:53:df,3358.0103883710003,35615,190
1182,84:2e:27:6b:53:df,3358.0120969879995,35616,190
1183,84:2e:27:6b:53:df,3358.0137263610004,35617,190
1184,84:2e:27:6b:53:df,3358.015326202,35618,190
1188,84:2e:27:6b:53:df,3358.284708129,35653,190
1189,84:2e:27:6b:53:df,3358.286451847,35654,190
1190,84:2e:27:6b:53:df,3358.3954441379997,35665,190
1191,84:2e:27:6b:53:df,3358.39711606,35666,190
1192,84:2e:27:6b:53:df,3358.398774215,35667,190
1193,84:2e:27:6b:53:df,3358.4004902740003,35668,190
1194,84:2e:27:6b:53:df,3358.414747027,35669,190
1195,84:2e:27:6b:53:df,3358.4163059629996,35670,190
1196,84:2e:27:6b:53:df,3358.418019221,35671,190
1197,84:2e:27:6b:53:df,3358.41955779,35672,190
