,sa,timedifference,sequence no,length
859,84:2e:27:6b:53:df,3834.027877497,40957,158
860,84:2e:27:6b:53:df,3834.0291692510004,40958,158
861,84:2e:27:6b:53:df,3834.0308493579996,40959,158
862,84:2e:27:6b:53:df,3834.032306164,40960,158
863,84:2e:27:6b:53:df,3834.038195877,40961,158
864,84:2e:27:6b:53:df,3834.0395217060004,40962,158
865,84:2e:27:6b:53:df,3834.041291505,40963,158
866,84:2e:27:6b:53:df,3834.043121779,40964,158
867,84:2e:27:6b:53:df,3834.0878549149998,40973,158
868,84:2e:27:6b:53:df,3834.091628404,40975,158
869,84:2e:27:6b:53:df,3834.173354332,40989,158
870,84:2e:27:6b:53:df,3834.17651957,40991,158
871,84:2e:27:6b:53:df,3834.1966602449997,40995,158
872,84:2e:27:6b:53:df,3834.259086511,41005,158
873,84:2e:27:6b:53:df,3834.260477014,41006,158
874,84:2e:27:6b:53:df,3834.262159882,41007,158
875,84:2e:27:6b:53:df,3834.264079698,41008,158
876,84:2e:27:6b:53:df,3834.2793137860003,41009,158
877,84:2e:27:6b:53:df,3834.280703427,41010,158
878,84:2e:27:6b:53:df,3834.282418956,41011,158
879,84:2e:27:6b:53:df,3834.2843284829996,41012,158
880,84:2e:27:6b:53:df,3834.3430542240003,41021,158
881,84:2e:27:6b:53:df,3834.4287104279997,41038,158
882,84:2e:27:6b:53:df,3834.512162169,41053,158
883,84:2e:27:6b:53:df,3834.5135569860004,41054,158
884,84:2e:27:6b:53:df,3834.514976155,41055,158
885,84:2e:27:6b:53:df,3834.516659154,41056,158
886,84:2e:27:6b:53:df,3834.532854493,41057,158
887,84:2e:27:6b:53:df,3834.5341443529996,41058,158
888,84:2e:27:6b:53:df,3834.535946227,41059,158
889,84:2e:27:6b:53:df,3834.537445225,41060,158
902,84:2e:27:6b:53:df,3839.684916169,41136,158
903,84:2e:27:6b:53:df,3839.689108039,41139,158
904,84:2e:27:6b:53:df,3839.86408782,41161,158
905,84:2e:27:6b:53:df,3839.865629132,41162,158
906,84:2e:27:6b:53:df,3839.867130235,41163,158
907,84:2e:27:6b:53:df,3839.8693380110003,41164,158
908,84:2e:27:6b:53:df,3839.8861406029996,41165,158
909,84:2e:27:6b:53:df,3839.898358528,41166,158
910,84:2e:27:6b:53:df,3840.4423436529996,41240,158
911,84:2e:27:6b:53:df,3840.443734647,41241,158
912,84:2e:27:6b:53:df,3840.44646067,41243,158
913,84:2e:27:6b:53:df,3840.4658543140004,41246,158
914,84:2e:27:6b:53:df,3840.4671361910005,41247,158
922,84:2e:27:6b:53:df,3872.185658802,41448,158
923,84:2e:27:6b:53:df,3872.2079706140003,41452,158
924,84:2e:27:6b:53:df,3872.2093683679996,41453,158
925,84:2e:27:6b:53:df,3872.2107887899997,41454,158
926,84:2e:27:6b:53:df,3872.2272303229997,41457,158
927,84:2e:27:6b:53:df,3872.228641659,41458,158
928,84:2e:27:6b:53:df,3872.250954849,41463,158
929,84:2e:27:6b:53:df,3872.2668945879996,41464,158
934,84:2e:27:6b:53:df,3905.4621408049998,41610,158
935,84:2e:27:6b:53:df,3905.4634373549998,41611,158
936,84:2e:27:6b:53:df,3905.480757007,41613,158
937,84:2e:27:6b:53:df,3905.4834805299997,41615,158
938,84:2e:27:6b:53:df,3905.503933727,41619,158
939,84:2e:27:6b:53:df,3905.543428199,41626,158
