,sa,timedifference,sequence no,length
922,18:83:31:9b:75:ad,3832.925053568,53212,159
923,18:83:31:9b:75:ad,3832.9452080409997,53213,159
924,18:83:31:9b:75:ad,3833.0971155659995,53220,159
925,18:83:31:9b:75:ad,3833.1173198339998,53221,159
926,18:83:31:9b:75:ad,3833.1828613039997,53224,159
927,18:83:31:9b:75:ad,3833.203004786,53225,159
929,18:83:31:9b:75:ad,3843.9437919989996,53254,159
930,18:83:31:9b:75:ad,3843.9840145509997,53255,159
931,18:83:31:9b:75:ad,3844.275673582,53262,159
932,18:83:31:9b:75:ad,3844.315958177,53263,159
941,18:83:31:9b:75:ad,3848.507686805,53301,157
942,18:83:31:9b:75:ad,3848.5312497329996,53303,157
943,18:83:31:9b:75:ad,3848.551629456,53304,157
944,18:83:31:9b:75:ad,3848.5749479959995,53305,157
945,18:83:31:9b:75:ad,3848.595909487,53306,157
946,18:83:31:9b:75:ad,3848.801414517,53315,157
947,18:83:31:9b:75:ad,3848.8216421439997,53316,157
948,18:83:31:9b:75:ad,3848.9365811109997,53321,157
949,18:83:31:9b:75:ad,3849.0004118409997,53324,157
950,18:83:31:9b:75:ad,3849.091586805,53329,157
1008,18:83:31:9b:75:ad,4083.752927921,57304,159
1009,18:83:31:9b:75:ad,4083.944414186,57313,159
1010,18:83:31:9b:75:ad,4084.009966716,57316,159
1011,18:83:31:9b:75:ad,4084.030194789,57317,159
1014,18:83:31:9b:75:ad,4112.637551003,57344,159
1021,18:83:31:9b:75:ad,4118.061376161,57414,157
1022,18:83:31:9b:75:ad,4118.081621183001,57415,157
1023,18:83:31:9b:75:ad,4118.195096862,57420,157
1024,18:83:31:9b:75:ad,4118.305625299,57426,157
1025,18:83:31:9b:75:ad,4118.419952263001,57431,157
1026,18:83:31:9b:75:ad,4118.439746169,57432,157
