,sa,timedifference,sequence no,length
1207,18:83:31:9b:75:ad,5044.436676993,69608,159
1216,18:83:31:9b:75:ad,5053.450048114,69640,159
1217,18:83:31:9b:75:ad,5053.489977027,69641,159
1218,18:83:31:9b:75:ad,5053.820490235001,69649,159
1219,18:83:31:9b:75:ad,5053.946124904,69652,159
1225,18:83:31:9b:75:ad,5060.697015868001,69689,157
1226,18:83:31:9b:75:ad,5060.719947013,69691,157
1227,18:83:31:9b:75:ad,5060.74157155,69692,157
1228,18:83:31:9b:75:ad,5060.790076747001,69694,157
1229,18:83:31:9b:75:ad,5060.905280791,69699,157
1230,18:83:31:9b:75:ad,5060.925761718,69700,157
1231,18:83:31:9b:75:ad,5061.057783084,69707,157
1236,18:83:31:9b:75:ad,5061.192124463,69713,157
1237,18:83:31:9b:75:ad,5061.315649816001,69717,157
1238,18:83:31:9b:75:ad,5061.335900572,69718,157
