,sa,timedifference,sequence no,length
138,18:83:31:9b:75:ad,626.581208059,8192,159
139,18:83:31:9b:75:ad,626.601293341,8193,159
140,18:83:31:9b:75:ad,626.8379720180001,8204,159
141,18:83:31:9b:75:ad,626.858220222,8205,159
142,18:83:31:9b:75:ad,627.094299073,8216,159
143,18:83:31:9b:75:ad,627.114425307,8217,159
148,18:83:31:9b:75:ad,640.000606766,8240,159
149,18:83:31:9b:75:ad,640.581039153,8254,159
150,18:83:31:9b:75:ad,640.621173629,8255,159
167,18:83:31:9b:75:ad,644.692411195,8284,157
168,18:83:31:9b:75:ad,644.796147273,8290,157
169,18:83:31:9b:75:ad,644.871858168,8293,157
170,18:83:31:9b:75:ad,645.18460896,8307,157
171,18:83:31:9b:75:ad,645.204359439,8308,157
172,18:83:31:9b:75:ad,645.296254348,8312,157
175,18:83:31:9b:75:ad,645.431625716,8318,157
235,18:83:31:9b:75:ad,928.300906981,12334,159
236,18:83:31:9b:75:ad,928.340111433,12335,159
237,18:83:31:9b:75:ad,928.839341094,12347,159
266,18:83:31:9b:75:ad,934.0972387500001,12417,157
