,sa,timedifference,sequence no,length
954,18:83:31:9b:75:ad,4325.556507553,45153,157
955,18:83:31:9b:75:ad,4325.576200889001,45154,157
956,18:83:31:9b:75:ad,4325.961808918,45171,157
957,18:83:31:9b:75:ad,4325.982497374001,45172,157
979,18:83:31:9b:75:ad,4729.730597674,49198,159
980,18:83:31:9b:75:ad,4729.770375045,49199,159
981,18:83:31:9b:75:ad,4730.227601869,49210,159
982,18:83:31:9b:75:ad,4730.267830257,49211,159
983,18:83:31:9b:75:ad,4730.350751106001,49213,159
1001,18:83:31:9b:75:ad,4734.641781946,49249,157
1002,18:83:31:9b:75:ad,4734.775411653,49255,157
1003,18:83:31:9b:75:ad,4734.795629717,49256,157
1006,18:83:31:9b:75:ad,4735.045255689,49267,157
1007,18:83:31:9b:75:ad,4735.181364008001,49273,157
1008,18:83:31:9b:75:ad,4735.201685781,49274,157
1009,18:83:31:9b:75:ad,4735.274122291,49277,157
