,sa,timedifference,sequence no,length
641,18:83:31:9b:75:ad,2637.0241629439997,36841,159
642,18:83:31:9b:75:ad,2652.1647465879996,36868,159
643,18:83:31:9b:75:ad,2652.2038536289997,36869,159
644,18:83:31:9b:75:ad,2652.65887296,36880,159
645,18:83:31:9b:75:ad,2652.699000447,36881,159
651,18:83:31:9b:75:ad,2657.1247762059998,36918,157
652,18:83:31:9b:75:ad,2657.145635647,36919,157
653,18:83:31:9b:75:ad,2657.21274408,36923,157
654,18:83:31:9b:75:ad,2657.2326850599998,36924,157
655,18:83:31:9b:75:ad,2657.347351899,36929,157
656,18:83:31:9b:75:ad,2657.36766176,36930,157
657,18:83:31:9b:75:ad,2657.4393143659995,36933,157
658,18:83:31:9b:75:ad,2657.502976386,36936,157
659,18:83:31:9b:75:ad,2657.6369914059997,36942,157
660,18:83:31:9b:75:ad,2657.72893477,36946,157
661,18:83:31:9b:75:ad,2657.86276809,36953,157
732,18:83:31:9b:75:ad,2883.619972865,40926,159
733,18:83:31:9b:75:ad,2883.640200437,40927,159
734,18:83:31:9b:75:ad,2883.7914723239996,40934,159
735,18:83:31:9b:75:ad,2883.81169955,40935,159
736,18:83:31:9b:75:ad,2883.877238013,40938,159
737,18:83:31:9b:75:ad,2883.8974718239997,40939,159
738,18:83:31:9b:75:ad,2883.96299635,40942,159
740,18:83:31:9b:75:ad,2896.9833397789994,40965,159
741,18:83:31:9b:75:ad,2897.480431253,40977,159
748,18:83:31:9b:75:ad,2902.232226202,41026,157
749,18:83:31:9b:75:ad,2902.252409036,41027,157
750,18:83:31:9b:75:ad,2902.389294283,41033,157
751,18:83:31:9b:75:ad,2902.5027137820002,41038,157
