,sa,timedifference,sequence no,length
413,18:83:31:9b:75:ad,1350.6428077990001,20442,159
414,18:83:31:9b:75:ad,1350.662958819,20443,159
415,18:83:31:9b:75:ad,1351.0915416310002,20463,159
416,18:83:31:9b:75:ad,1363.718839275,20490,159
417,18:83:31:9b:75:ad,1363.759135713,20491,159
418,18:83:31:9b:75:ad,1364.05038824,20498,159
421,18:83:31:9b:75:ad,1368.278478805,20531,157
422,18:83:31:9b:75:ad,1368.2981571540001,20532,157
423,18:83:31:9b:75:ad,1368.3218511050002,20534,157
424,18:83:31:9b:75:ad,1368.365780105,20536,157
425,18:83:31:9b:75:ad,1368.655094672,20549,157
426,18:83:31:9b:75:ad,1368.862048743,20558,157
427,18:83:31:9b:75:ad,1368.8821549350002,20559,157
428,18:83:31:9b:75:ad,1369.039011888,20566,157
429,18:83:31:9b:75:ad,1369.0592229869999,20567,157
451,18:83:31:9b:75:ad,1675.685512938,24551,159
452,18:83:31:9b:75:ad,1698.4378348900002,24579,159
453,18:83:31:9b:75:ad,1698.894987519,24590,159
454,18:83:31:9b:75:ad,1698.935191367,24591,159
455,18:83:31:9b:75:ad,1699.1425673009999,24596,159
461,18:83:31:9b:75:ad,1701.5647286790002,24618,159
473,18:83:31:9b:75:ad,1703.404230446,24631,157
474,18:83:31:9b:75:ad,1703.4681841509998,24636,157
475,18:83:31:9b:75:ad,1703.583539122,24641,157
476,18:83:31:9b:75:ad,1703.603766878,24642,157
477,18:83:31:9b:75:ad,1703.7377862500002,24648,157
478,18:83:31:9b:75:ad,1703.852086739,24653,157
