3c:a0:67:85:86:1b,1849.300767994,246956,NaN,66
3c:a0:67:85:86:1b,1849.546128325,246962,NaN,66
3c:a0:67:85:86:1b,1849.709843855,246966,NaN,66
3c:a0:67:85:86:1b,1849.760142836,246967,NaN,66
3c:a0:67:85:86:1b,1849.841988691,246969,NaN,66
3c:a0:67:85:86:1b,1909.4739031370002,251079,NaN,66
3c:a0:67:85:86:1b,1909.792944164,251087,NaN,66
3c:a0:67:85:86:1b,1909.843141549,251088,NaN,66
3c:a0:67:85:86:1b,1909.8751731379998,251089,NaN,66
3c:a0:67:85:86:1b,1910.120268241,251095,NaN,66
3c:a0:67:85:86:1b,1910.17067432,251096,NaN,66
3c:a0:67:85:86:1b,1969.875466871,259304,NaN,66
3c:a0:67:85:86:1b,2029.4663351039999,263413,NaN,66
3c:a0:67:85:86:1b,2029.516512043,263414,NaN,66
3c:a0:67:85:86:1b,2090.252965681,267551,NaN,66
3c:a0:67:85:86:1b,2090.303216436,267552,NaN,66
3c:a0:67:85:86:1b,2149.384874412,271653,NaN,66
3c:a0:67:85:86:1b,2149.957917656,271667,NaN,66
3c:a0:67:85:86:1b,2150.008204699,271668,NaN,66
3c:a0:67:85:86:1b,2153.100889305,271673,NaN,66
3c:a0:67:85:86:1b,2210.039597677,275788,NaN,66
3c:a0:67:85:86:1b,2210.089954597,275789,NaN,66
3c:a0:67:85:86:1b,2269.795203241,275806,NaN,66
3c:a0:67:85:86:1b,2269.845425229,275807,NaN,66
3c:a0:67:85:86:1b,2270.040666345,275812,NaN,66
3c:a0:67:85:86:1b,2270.122652193,275814,NaN,66
3c:a0:67:85:86:1b,2270.172875054,275815,NaN,66
3c:a0:67:85:86:1b,2389.436748994,308611,NaN,66
