3c:a0:67:85:86:1b,600.280891105,246,66
3c:a0:67:85:86:1b,600.6267197640001,252,66
3c:a0:67:85:86:1b,719.627076547,277,66
3c:a0:67:85:86:1b,720.036197107,287,66
3c:a0:67:85:86:1b,780.251582469,316,66
3c:a0:67:85:86:1b,780.4970500480001,322,66
3c:a0:67:85:86:1b,840.254339689,340,66
3c:a0:67:85:86:1b,895.9048290950001,362,66
3c:a0:67:85:86:1b,895.955014138,363,66
3c:a0:67:85:86:1b,955.495912817,377,66
3c:a0:67:85:86:1b,955.546163155,378,66
3c:a0:67:85:86:1b,1015.9889066,414,66
3c:a0:67:85:86:1b,1075.659908106,429,66
3c:a0:67:85:86:1b,1075.710178075,430,66
3c:a0:67:85:86:1b,1075.98746782,437,66
3c:a0:67:85:86:1b,1076.037715026,438,66
3c:a0:67:85:86:1b,1135.710891067,454,66
3c:a0:67:85:86:1b,1135.742553809,455,66
3c:a0:67:85:86:1b,1136.070090283,463,66
3c:a0:67:85:86:1b,1136.12032275,464,66
3c:a0:67:85:86:1b,1195.8245924779999,481,66
3c:a0:67:85:86:1b,1195.874706833,482,66
