5.54731648490109e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.491133895782407e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.121528543855743e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
4.882920708581369e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
4.821234125100454e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
4.800703738616688e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.163020708702731e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.489192475930601e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
-1.0012749912049557,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
4.836888016638426e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.104441884543673e-06,-83,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.283446592509153e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.196167654336248e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.377333240068887e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.04745708986993e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.6961812467330525e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.565802921239102e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.329770074436514e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.738249344563024e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
4.869847271472084e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.629372011527731e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.955541352011085e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.08864346847289e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.5563186733030006e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.056006698052428e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.450780825199215e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.467882881686418e-06,-87,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.781001180887304e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
5.551881758010342e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
4.693680455336858e-06,-85,13,1400,SKP_4E21_65A7,00:07:79:0a:f8:04
