,sa,timedifference,sequence no,length
3,ac:36:13:5b:00:45,0.0,0,159
4,ac:36:13:5b:00:45,0.03958663400000262,1,159
5,ac:36:13:5b:00:45,0.49765513500000225,12,159
6,ac:36:13:5b:00:45,0.5379880230000005,13,159
47,ac:36:13:5b:00:45,10.292938484,46,159
50,ac:36:13:5b:00:45,10.334184071000003,47,159
87,ac:36:13:5b:00:45,21.700221053000003,118,157
88,ac:36:13:5b:00:45,21.720335492,119,157
114,ac:36:13:5b:00:45,33.920385901,183,157
115,ac:36:13:5b:00:45,33.940828858,184,157
139,ac:36:13:5b:00:45,200.788096566,4025,159
140,ac:36:13:5b:00:45,200.809198371,4026,159
175,ac:36:13:5b:00:45,213.71299262499997,4051,159
176,ac:36:13:5b:00:45,213.71432593499998,4052,159
253,ac:36:13:5b:00:45,356.980774596,4052,159
256,ac:36:13:5b:00:45,357.559446027,4066,159
257,ac:36:13:5b:00:45,357.599597867,4067,159
374,ac:36:13:5b:00:45,525.0058888479999,4138,157
375,ac:36:13:5b:00:45,525.026114023,4139,157
