,sa,timedifference,sequence no,length
2509,ac:36:13:5b:00:45,4930.467547894,53167,159
2510,ac:36:13:5b:00:45,4930.487780547,53168,159
2511,ac:36:13:5b:00:45,4930.725382949,53179,159
2512,ac:36:13:5b:00:45,4930.745521699,53180,159
2535,ac:36:13:5b:00:45,4942.595223081999,53214,159
2538,ac:36:13:5b:00:45,4943.051081998,53225,159
2539,ac:36:13:5b:00:45,4943.091172341,53226,159
2546,ac:36:13:5b:00:45,4947.352818804,53260,157
2547,ac:36:13:5b:00:45,4947.858136317999,53281,157
2550,ac:36:13:5b:00:45,4947.878535014,53282,157
2554,ac:36:13:5b:00:45,4948.03703459,53289,157
2661,ac:36:13:5b:00:45,5188.885833943,57259,159
2662,ac:36:13:5b:00:45,5188.906004842999,57260,159
2663,ac:36:13:5b:00:45,5189.1420263929995,57271,159
2664,ac:36:13:5b:00:45,5189.161359562,57272,159
2665,ac:36:13:5b:00:45,5189.246978811,57276,159
2688,ac:36:13:5b:00:45,5200.728789629,57303,159
2689,ac:36:13:5b:00:45,5200.769020742,57304,159
2696,ac:36:13:5b:00:45,5201.227956992,57315,159
2697,ac:36:13:5b:00:45,5201.268187709,57316,159
2706,ac:36:13:5b:00:45,5205.929392022999,57362,157
2707,ac:36:13:5b:00:45,5206.154943337,57372,157
2708,ac:36:13:5b:00:45,5206.175268789,57373,157
