,sa,timedifference,sequence no,length
1307,ac:36:13:5b:00:45,2493.4195456360003,28601,159
1308,ac:36:13:5b:00:45,2493.440210517,28602,159
1338,ac:36:13:5b:00:45,2510.7736373230005,28679,157
1339,ac:36:13:5b:00:45,2510.8163438990005,28682,157
1340,ac:36:13:5b:00:45,2511.085215375,28694,157
1341,ac:36:13:5b:00:45,2511.1996219350003,28699,157
1342,ac:36:13:5b:00:45,2511.2188792590005,28700,157
1345,ac:36:13:5b:00:45,2511.4774302620003,28710,157
1346,ac:36:13:5b:00:45,2511.497823966,28711,157
1598,ac:36:13:5b:00:45,2848.9311307660005,32736,159
1622,ac:36:13:5b:00:45,2851.5823997,32764,159
1625,ac:36:13:5b:00:45,2853.3449474090003,32787,157
1630,ac:36:13:5b:00:45,2853.59726327,32796,157
1635,ac:36:13:5b:00:45,2853.7312002260005,32802,157
