,sa,timedifference,sequence no,length
474,ac:36:13:5b:00:45,696.154018425,8105,159
475,ac:36:13:5b:00:45,696.173598324,8106,159
476,ac:36:13:5b:00:45,696.408074134,8117,159
477,ac:36:13:5b:00:45,696.428328822,8118,159
478,ac:36:13:5b:00:45,696.6651675,8129,159
479,ac:36:13:5b:00:45,696.685477831,8130,159
496,ac:36:13:5b:00:45,709.428577549,8153,159
499,ac:36:13:5b:00:45,710.0102471050001,8167,159
500,ac:36:13:5b:00:45,710.050582234,8168,159
539,ac:36:13:5b:00:45,714.299103697,8199,157
540,ac:36:13:5b:00:45,714.34404665,8202,157
541,ac:36:13:5b:00:45,714.591979049,8213,157
543,ac:36:13:5b:00:45,714.749152527,8219,157
545,ac:36:13:5b:00:45,715.015977097,8233,157
546,ac:36:13:5b:00:45,715.0394865239999,8234,157
547,ac:36:13:5b:00:45,715.0586338539999,8235,157
823,ac:36:13:5b:00:45,1060.392886808,12298,157
824,ac:36:13:5b:00:45,1060.413084499,12299,157
825,ac:36:13:5b:00:45,1060.659956579,12310,157
826,ac:36:13:5b:00:45,1060.9719495269999,12324,157
827,ac:36:13:5b:00:45,1060.991915042,12325,157
