2a:c4:fc:a8:b4:2b,758.701560628,90619,NaN,94
2a:c4:fc:a8:b4:2b,758.7498225080001,90621,NaN,94
2a:c4:fc:a8:b4:2b,758.8469826060001,90625,NaN,94
2a:c4:fc:a8:b4:2b,758.89722213,90627,NaN,94
2a:c4:fc:a8:b4:2b,821.725622224,94730,NaN,94
2a:c4:fc:a8:b4:2b,884.686188529,98836,NaN,94
2a:c4:fc:a8:b4:2b,884.710862874,98837,NaN,94
2a:c4:fc:a8:b4:2b,884.7345639010001,98838,NaN,94
2a:c4:fc:a8:b4:2b,884.758984309,98839,NaN,94
2a:c4:fc:a8:b4:2b,884.7835625719999,98840,NaN,94
2a:c4:fc:a8:b4:2b,884.807267583,98841,NaN,94
2a:c4:fc:a8:b4:2b,947.7746738210001,119329,NaN,94
2a:c4:fc:a8:b4:2b,947.8473698260001,119332,NaN,94
2a:c4:fc:a8:b4:2b,1010.727116528,131626,NaN,94
2a:c4:fc:a8:b4:2b,1010.775448764,131628,NaN,94
2a:c4:fc:a8:b4:2b,1010.8481483060001,131631,NaN,94
2a:c4:fc:a8:b4:2b,1010.872592114,131632,NaN,94
