wlan.sa,frame.time_relative,wlan.seq,wlan.ssid,frame.len
84:2e:27:6b:53:df,1075.613640184,587,,158
3c:a0:67:85:86:1b,1129.623488001,915,,66
3c:a0:67:85:86:1b,1129.673757970,916,,66
3c:a0:67:85:86:1b,1129.951047715,923,,66
3c:a0:67:85:86:1b,1130.001294921,924,,66
6a:9a:f3:0c:cf:2d,1136.629371645,572,,94
6a:9a:f3:0c:cf:2d,1136.774722584,578,,94
84:2e:27:6b:53:df,1171.127990425,904,U+zone_5G,167
3c:a0:67:85:86:1b,1189.674470962,940,,66
3c:a0:67:85:86:1b,1189.706133704,941,,66
3c:a0:67:85:86:1b,1190.033670178,949,,66
3c:a0:67:85:86:1b,1190.083902645,950,,66
6a:9a:f3:0c:cf:2d,1199.605425670,583,,94
6a:9a:f3:0c:cf:2d,1199.654492604,585,,94
6a:9a:f3:0c:cf:2d,1199.750789584,589,,94
6a:9a:f3:0c:cf:2d,1199.799802533,591,,94
3c:a0:67:85:86:1b,1249.788172373,967,,66
3c:a0:67:85:86:1b,1249.838286728,968,,66
6a:9a:f3:0c:cf:2d,1262.621375689,594,,94
6a:9a:f3:0c:cf:2d,1262.766732481,600,,94
6a:9a:f3:0c:cf:2d,1262.815727525,602,,94
6a:9a:f3:0c:cf:2d,1262.863876598,604,,94
6a:9a:f3:0c:cf:2d,1325.629419736,605,,94
6a:9a:f3:0c:cf:2d,1325.653793302,606,,94
6a:9a:f3:0c:cf:2d,1325.678372843,607,,94
6a:9a:f3:0c:cf:2d,1325.726502872,609,,94
6a:9a:f3:0c:cf:2d,1325.774769392,611,,94
6a:9a:f3:0c:cf:2d,1325.823680893,613,,94
6a:9a:f3:0c:cf:2d,1325.871846775,615,,94
f8:e6:1a:f1:d6:49,1343.853166781,892,T wifi zone_secure,174
f8:e6:1a:f1:d6:49,1343.854461227,893,,156
f8:e6:1a:f1:d6:49,1343.856573422,894,T wifi zone_secure,174
f8:e6:1a:f1:d6:49,1343.857825495,895,,156
d0:7f:a0:b9:5f:ea,1344.082563874,718,T wifi zone_secure,166
f8:e6:1a:f1:d6:49,1344.297621661,916,T wifi zone_secure,174
