,sa,timedifference,sequence no,length
14756,88:36:6c:f9:ca:76,24604.435984031,18124,273
14778,88:36:6c:f9:ca:76,24663.570743910997,18149,273
14779,88:36:6c:f9:ca:76,24663.572957434997,18150,273
14780,88:36:6c:f9:ca:76,24663.582576824996,18151,273
14834,88:36:6c:f9:ca:76,24724.869650121,18222,273
14835,88:36:6c:f9:ca:76,24725.012757484998,18225,273
14859,88:36:6c:f9:ca:76,24784.008920837,18250,273
14860,88:36:6c:f9:ca:76,24784.152273245,18253,273
14947,88:36:6c:f9:ca:76,24963.869710722,18376,273
14960,88:36:6c:f9:ca:76,24965.598182948997,18412,273
14988,88:36:6c:f9:ca:76,25023.868280160998,18420,273
14989,88:36:6c:f9:ca:76,25023.873593388,18421,273
14993,88:36:6c:f9:ca:76,25024.731192177,18437,273
14994,88:36:6c:f9:ca:76,25024.733481748,18438,273
14995,88:36:6c:f9:ca:76,25024.876753194996,18441,273
14996,88:36:6c:f9:ca:76,25024.897730002,18442,273
15009,88:36:6c:f9:ca:76,25084.017718447,18465,273
15010,88:36:6c:f9:ca:76,25085.168934813002,18489,273
15011,88:36:6c:f9:ca:76,25085.173701203996,18490,273
15012,88:36:6c:f9:ca:76,25085.462022591,18496,273
15041,88:36:6c:f9:ca:76,25144.302576322,18515,273
15042,88:36:6c:f9:ca:76,25144.304826242,18516,273
15043,88:36:6c:f9:ca:76,25145.313243460998,18537,273
15044,88:36:6c:f9:ca:76,25145.315661378998,18538,273
