,sa,timedifference,sequence no,length
33695,88:36:6c:f9:ca:76,66005.49006283199,48640,273
33731,88:36:6c:f9:ca:76,66065.483607735,48684,273
33773,88:36:6c:f9:ca:76,66125.921868682,48737,273
33774,88:36:6c:f9:ca:76,66125.924073306,48738,273
33775,88:36:6c:f9:ca:76,66125.928449879,48739,273
33776,88:36:6c:f9:ca:76,66126.066826784,48742,273
33799,88:36:6c:f9:ca:76,66185.055932195,48764,273
33800,88:36:6c:f9:ca:76,66185.058155764,48765,273
33801,88:36:6c:f9:ca:76,66185.060451844,48766,273
33859,88:36:6c:f9:ca:76,66306.496187496,48882,273
33897,88:36:6c:f9:ca:76,66366.49926299299,48927,273
33930,88:36:6c:f9:ca:76,66424.635947566,48934,273
33931,88:36:6c:f9:ca:76,66425.780036773,48957,273
33967,88:36:6c:f9:ca:76,66486.070316935,49007,273
33968,88:36:6c:f9:ca:76,66486.072547896,49008,273
33969,88:36:6c:f9:ca:76,66486.08888956,49009,273
33970,88:36:6c:f9:ca:76,66486.35723216,49014,273
34002,88:36:6c:f9:ca:76,66545.20620940399,49035,273
34003,88:36:6c:f9:ca:76,66545.208499191,49036,273
34004,88:36:6c:f9:ca:76,66545.353602914,49039,273
34005,88:36:6c:f9:ca:76,66546.21480043599,49056,273
34006,88:36:6c:f9:ca:76,66546.217049878,49057,273
