,sa,timedifference,sequence no,length
21757,88:36:6c:f9:ca:76,40204.63412316,29607,273
21758,88:36:6c:f9:ca:76,40204.639252396,29608,273
21813,88:36:6c:f9:ca:76,40323.914173668,29679,273
21814,88:36:6c:f9:ca:76,40324.926268165,29701,273
21833,88:36:6c:f9:ca:76,40384.067941406,29725,273
21834,88:36:6c:f9:ca:76,40384.213667208,29728,273
21856,88:36:6c:f9:ca:76,40445.081440679,29789,273
21857,88:36:6c:f9:ca:76,40445.083693037006,29790,273
21858,88:36:6c:f9:ca:76,40445.089545051,29791,273
21882,88:36:6c:f9:ca:76,40505.511043254,29844,273
21883,88:36:6c:f9:ca:76,40505.513377038005,29845,273
21884,88:36:6c:f9:ca:76,40505.79827103,29850,273
21911,88:36:6c:f9:ca:76,40564.642907342,29871,273
21912,88:36:6c:f9:ca:76,40564.648519321,29872,273
21914,88:36:6c:f9:ca:76,40565.660660949,29893,273
21959,88:36:6c:f9:ca:76,40624.640180145005,29913,273
21960,88:36:6c:f9:ca:76,40624.645099198,29914,273
21987,88:36:6c:f9:ca:76,40684.928862102,29964,273
22015,88:36:6c:f9:ca:76,40745.07671396,30008,273
22016,88:36:6c:f9:ca:76,40745.079037029,30009,273
