,sa,timedifference,sequence no,length
26855,88:36:6c:f9:ca:76,52204.479451260006,38452,273
26856,88:36:6c:f9:ca:76,52204.897225804,38460,273
26857,88:36:6c:f9:ca:76,52204.900279399,38461,273
26858,88:36:6c:f9:ca:76,52205.779337282,38477,273
26859,88:36:6c:f9:ca:76,52205.781570473,38478,273
26860,88:36:6c:f9:ca:76,52205.790959994,38479,273
26861,88:36:6c:f9:ca:76,52206.04892238801,38484,273
26862,88:36:6c:f9:ca:76,52206.051304866996,38485,273
26887,88:36:6c:f9:ca:76,52264.90125169501,38501,273
26888,88:36:6c:f9:ca:76,52264.903501838,38502,273
26889,88:36:6c:f9:ca:76,52264.906208371,38503,273
26890,88:36:6c:f9:ca:76,52265.914329652,38524,273
26891,88:36:6c:f9:ca:76,52266.05687220501,38526,273
26920,88:36:6c:f9:ca:76,52324.902424704,38543,273
26921,88:36:6c:f9:ca:76,52324.90463730301,38544,273
26922,88:36:6c:f9:ca:76,52324.90901211001,38545,273
26950,88:36:6c:f9:ca:76,52385.190566508005,38596,273
26966,88:36:6c:f9:ca:76,52444.178998438,38616,273
26968,88:36:6c:f9:ca:76,52445.331576868004,38639,273
26969,88:36:6c:f9:ca:76,52445.333790026,38640,273
26970,88:36:6c:f9:ca:76,52446.212089396,38659,273
26991,88:36:6c:f9:ca:76,52505.62973818501,38690,273
26992,88:36:6c:f9:ca:76,52505.631979784,38691,273
26993,88:36:6c:f9:ca:76,52505.638260207,38692,273
27064,88:36:6c:f9:ca:76,52686.20528213001,38834,273
27065,88:36:6c:f9:ca:76,52686.210156988,38836,273
27088,88:36:6c:f9:ca:76,52746.067715884,38877,273
27089,88:36:6c:f9:ca:76,52746.070064556996,38878,273
