,sa,timedifference,sequence no,length
1718,f8:e6:1a:f1:d6:49,3106.7323336130003,54767,157
1719,f8:e6:1a:f1:d6:49,3106.7337326640004,54768,157
1720,f8:e6:1a:f1:d6:49,3106.75306439,54769,157
1721,f8:e6:1a:f1:d6:49,3106.9935847430006,54785,157
1722,f8:e6:1a:f1:d6:49,3107.112510109,54792,157
1723,f8:e6:1a:f1:d6:49,3107.113768355,54793,157
1724,f8:e6:1a:f1:d6:49,3107.2541583690004,54802,157
1725,f8:e6:1a:f1:d6:49,3107.255477375,54803,157
1726,f8:e6:1a:f1:d6:49,3107.27389269,54804,157
1727,f8:e6:1a:f1:d6:49,3107.275232339,54805,157
1728,f8:e6:1a:f1:d6:49,3156.119445035,55009,157
1729,f8:e6:1a:f1:d6:49,3156.2572388440003,55022,157
1730,f8:e6:1a:f1:d6:49,3156.2584788730005,55023,157
1731,f8:e6:1a:f1:d6:49,3156.333715669,55026,157
1732,f8:e6:1a:f1:d6:49,3156.334924887,55027,157
1733,f8:e6:1a:f1:d6:49,3156.354344451,55028,157
1734,f8:e6:1a:f1:d6:49,3156.355633885,55029,157
1735,f8:e6:1a:f1:d6:49,3156.4971592110005,55041,157
1736,f8:e6:1a:f1:d6:49,3156.621683269,55047,157
1737,f8:e6:1a:f1:d6:49,3156.622867074,55048,157
1738,f8:e6:1a:f1:d6:49,3156.64365363,55050,157
1739,f8:e6:1a:f1:d6:49,3264.4329226410005,57344,159
1740,f8:e6:1a:f1:d6:49,3264.434212325,57345,159
1741,f8:e6:1a:f1:d6:49,3264.4535072330004,57346,159
1742,f8:e6:1a:f1:d6:49,3264.45482328,57347,159
1743,f8:e6:1a:f1:d6:49,3264.6964474430006,57368,159
1744,f8:e6:1a:f1:d6:49,3264.6977690310005,57369,159
1745,f8:e6:1a:f1:d6:49,3264.716109192,57370,159
1746,f8:e6:1a:f1:d6:49,3264.7174396699997,57371,159
1747,f8:e6:1a:f1:d6:49,3264.9572155180003,57392,159
1748,f8:e6:1a:f1:d6:49,3264.958429207,57393,159
1749,f8:e6:1a:f1:d6:49,3264.977872029,57394,159
1750,f8:e6:1a:f1:d6:49,3264.979188625,57395,159
1791,f8:e6:1a:f1:d6:49,3272.6006235990003,57413,157
1792,f8:e6:1a:f1:d6:49,3272.737915857,57425,157
1793,f8:e6:1a:f1:d6:49,3272.739272425,57426,157
1794,f8:e6:1a:f1:d6:49,3272.758849007,57427,157
1795,f8:e6:1a:f1:d6:49,3272.7601465790003,57428,157
1796,f8:e6:1a:f1:d6:49,3272.8865706770002,57435,157
1797,f8:e6:1a:f1:d6:49,3272.902905365,57438,157
1798,f8:e6:1a:f1:d6:49,3272.90431037,57439,157
1799,f8:e6:1a:f1:d6:49,3272.9056447980006,57440,157
1809,f8:e6:1a:f1:d6:49,3280.647646197,57572,157
1810,f8:e6:1a:f1:d6:49,3280.6489388640002,57573,157
1811,f8:e6:1a:f1:d6:49,3280.666286135,57574,157
1812,f8:e6:1a:f1:d6:49,3280.667584615,57575,157
1813,f8:e6:1a:f1:d6:49,3280.788077005,57582,157
1814,f8:e6:1a:f1:d6:49,3280.789360109,57583,157
1815,f8:e6:1a:f1:d6:49,3280.8090331130006,57584,157
1816,f8:e6:1a:f1:d6:49,3280.8103235440003,57585,157
1841,f8:e6:1a:f1:d6:49,3296.619667597,57729,157
1842,f8:e6:1a:f1:d6:49,3296.631124031,57731,157
1843,f8:e6:1a:f1:d6:49,3296.632409049,57732,157
1844,f8:e6:1a:f1:d6:49,3296.8173119360004,57746,157
1845,f8:e6:1a:f1:d6:49,3297.0757140210003,57761,157
1846,f8:e6:1a:f1:d6:49,3297.077033689,57762,157
1847,f8:e6:1a:f1:d6:49,3297.096189674,57763,157
1848,f8:e6:1a:f1:d6:49,3297.0973656660003,57764,157
1865,f8:e6:1a:f1:d6:49,3328.464038339,57935,157
1866,f8:e6:1a:f1:d6:49,3328.465310377,57936,157
1867,f8:e6:1a:f1:d6:49,3328.484636232,57937,157
1868,f8:e6:1a:f1:d6:49,3328.485883064,57938,157
1869,f8:e6:1a:f1:d6:49,3328.7456216410005,57956,157
1870,f8:e6:1a:f1:d6:49,3328.763957722,57957,157
1871,f8:e6:1a:f1:d6:49,3328.765245332,57958,157
1872,f8:e6:1a:f1:d6:49,3328.788771412,57959,157
1873,f8:e6:1a:f1:d6:49,3328.790176292,57960,157
1874,f8:e6:1a:f1:d6:49,3328.809521835,57961,157
1875,f8:e6:1a:f1:d6:49,3388.033545822,58265,157
1876,f8:e6:1a:f1:d6:49,3388.0348341880003,58266,157
1877,f8:e6:1a:f1:d6:49,3388.1992846310004,58280,157
1878,f8:e6:1a:f1:d6:49,3388.2004699040003,58281,157
1879,f8:e6:1a:f1:d6:49,3388.221255849,58283,157
1880,f8:e6:1a:f1:d6:49,3392.42523913,58389,157
1881,f8:e6:1a:f1:d6:49,3392.447047495,58393,157
1882,f8:e6:1a:f1:d6:49,3392.4906563530003,58397,157
1883,f8:e6:1a:f1:d6:49,3392.5155224530004,58399,157
1884,f8:e6:1a:f1:d6:49,3392.5167694180004,58400,157
1885,f8:e6:1a:f1:d6:49,3392.6108038360003,58405,157
1886,f8:e6:1a:f1:d6:49,3392.61210652,58406,157
1887,f8:e6:1a:f1:d6:49,3392.6313416780004,58407,157
1888,f8:e6:1a:f1:d6:49,3392.632545955,58408,157
1889,f8:e6:1a:f1:d6:49,3392.7498977610003,58415,157
1890,f8:e6:1a:f1:d6:49,3392.7512323290002,58416,157
1891,f8:e6:1a:f1:d6:49,3392.769587945,58417,157
1892,f8:e6:1a:f1:d6:49,3392.889820064,58425,157
1893,f8:e6:1a:f1:d6:49,3392.891056334,58426,157
1894,f8:e6:1a:f1:d6:49,3392.9248717830005,58431,157
1895,f8:e6:1a:f1:d6:49,3392.926198422,58432,157
1896,f8:e6:1a:f1:d6:49,3393.03016605,58441,157
1897,f8:e6:1a:f1:d6:49,3393.0313987530003,58442,157
1898,f8:e6:1a:f1:d6:49,3393.0504694610004,58443,157
1899,f8:e6:1a:f1:d6:49,3393.051856345,58444,157
1902,f8:e6:1a:f1:d6:49,3476.069805419,58757,157
1903,f8:e6:1a:f1:d6:49,3476.071095404,58758,157
1904,f8:e6:1a:f1:d6:49,3476.090468019,58759,157
1905,f8:e6:1a:f1:d6:49,3476.091700095,58760,157
1906,f8:e6:1a:f1:d6:49,3476.185555564,58768,157
1907,f8:e6:1a:f1:d6:49,3476.186730889,58769,157
1908,f8:e6:1a:f1:d6:49,3476.5384644880005,58798,157
1909,f8:e6:1a:f1:d6:49,3476.69710069,58805,157
1910,f8:e6:1a:f1:d6:49,3476.6998703680006,58807,157
1911,f8:e6:1a:f1:d6:49,3520.438785871,58915,157
1912,f8:e6:1a:f1:d6:49,3520.440209775,58916,157
1913,f8:e6:1a:f1:d6:49,3520.458472567,58918,157
1914,f8:e6:1a:f1:d6:49,3520.459780949,58919,157
1915,f8:e6:1a:f1:d6:49,3520.548237254,58927,157
1916,f8:e6:1a:f1:d6:49,3520.6686083130003,58935,157
1917,f8:e6:1a:f1:d6:49,3520.669939825,58936,157
1918,f8:e6:1a:f1:d6:49,3520.6893482660003,58937,157
1919,f8:e6:1a:f1:d6:49,3520.6906495310004,58938,157
1920,f8:e6:1a:f1:d6:49,3521.071979657,58966,157
