,sa,timedifference,sequence no,length
18425,58:65:e6:70:38:be,34202.72601218399,19422,124
18426,58:65:e6:70:38:be,34202.975575161,19445,124
18427,58:65:e6:70:38:be,34202.98384769,19446,124
18428,58:65:e6:70:38:be,34202.994461571,19447,124
18429,58:65:e6:70:38:be,34203.005265595,19448,124
18430,58:65:e6:70:38:be,34203.274852053,19472,124
18522,58:65:e6:70:38:be,34362.852575626,19513,124
18523,58:65:e6:70:38:be,34362.888863301996,19517,124
18583,58:65:e6:70:38:be,34522.922851624,19606,124
18646,58:65:e6:70:38:be,34683.099053132995,19703,124
18647,58:65:e6:70:38:be,34683.107803203,19704,124
18648,58:65:e6:70:38:be,34683.119942378,19705,124
18649,58:65:e6:70:38:be,34683.137863571,19707,124
18650,58:65:e6:70:38:be,34683.14782227999,19708,124
18652,58:65:e6:70:38:be,34683.284047518,19721,124
18653,58:65:e6:70:38:be,34683.35038672599,19724,124
