,sa,timedifference,sequence no,length
23751,58:65:e6:70:38:be,46484.27611549899,26122,124
23752,58:65:e6:70:38:be,46484.288761220996,26123,124
23753,58:65:e6:70:38:be,46484.327114713,26127,124
23754,58:65:e6:70:38:be,46484.486412938,26142,124
23755,58:65:e6:70:38:be,46484.52638450699,26146,124
23756,58:65:e6:70:38:be,46484.567288513994,26150,124
23813,58:65:e6:70:38:be,46644.351110043994,26209,124
23814,58:65:e6:70:38:be,46644.389399766,26211,124
23815,58:65:e6:70:38:be,46644.391649113,26213,124
23816,58:65:e6:70:38:be,46644.41116972399,26215,124
23817,58:65:e6:70:38:be,46644.584744415995,26229,124
23818,58:65:e6:70:38:be,46644.59967372399,26231,124
23819,58:65:e6:70:38:be,46644.628908542996,26234,124
23820,58:65:e6:70:38:be,46644.641575943,26237,124
23821,58:65:e6:70:38:be,46644.653699158,26238,124
23822,58:65:e6:70:38:be,46644.67252821,26240,124
23823,58:65:e6:70:38:be,46644.681223652995,26241,124
