,sa,timedifference,sequence no,length
21413,58:65:e6:70:38:be,40921.387826583,23067,124
21414,58:65:e6:70:38:be,40921.396509725,23068,124
21415,58:65:e6:70:38:be,40921.41697974999,23070,124
21416,58:65:e6:70:38:be,40921.44648129,23073,124
21417,58:65:e6:70:38:be,40921.634552801996,23090,124
21418,58:65:e6:70:38:be,40921.68288716499,23094,124
21419,58:65:e6:70:38:be,40921.699829152996,23095,124
21420,58:65:e6:70:38:be,40921.74365464,23098,124
21421,58:65:e6:70:38:be,40921.749518011995,23099,124
21484,58:65:e6:70:38:be,41081.501362081,23164,124
21485,58:65:e6:70:38:be,41081.510646701,23165,124
21486,58:65:e6:70:38:be,41081.541069048995,23168,124
21487,58:65:e6:70:38:be,41081.569922272996,23171,124
21488,58:65:e6:70:38:be,41081.803280609,23191,124
21489,58:65:e6:70:38:be,41081.85058054,23196,124
21554,58:65:e6:70:38:be,41241.3378406,23234,124
21555,58:65:e6:70:38:be,41241.34496549999,23235,124
21556,58:65:e6:70:38:be,41241.354237848995,23236,124
21557,58:65:e6:70:38:be,41241.374244223996,23238,124
21558,58:65:e6:70:38:be,41241.614197165996,23260,124
21559,58:65:e6:70:38:be,41241.625014879995,23261,124
21560,58:65:e6:70:38:be,41241.63482250399,23262,124
21561,58:65:e6:70:38:be,41241.904703688,23285,124
21562,58:65:e6:70:38:be,41241.91516329999,23286,124
21563,58:65:e6:70:38:be,41241.924891358,23287,124
