,sa,timedifference,sequence no,length
10299,58:65:e6:70:38:be,17004.192085978,9637,124
10300,58:65:e6:70:38:be,17004.210712502998,9639,124
10301,58:65:e6:70:38:be,17004.221509658,9640,124
10451,58:65:e6:70:38:be,17203.930786289002,9706,124
10452,58:65:e6:70:38:be,17203.964114516,9710,124
10453,58:65:e6:70:38:be,17203.981159896,9711,124
10454,58:65:e6:70:38:be,17203.985638069,9712,124
10570,58:65:e6:70:38:be,17364.127340079,9812,124
10571,58:65:e6:70:38:be,17364.132170353,9813,124
10572,58:65:e6:70:38:be,17364.149566858,9815,124
10573,58:65:e6:70:38:be,17364.308197466,9830,124
10574,58:65:e6:70:38:be,17364.410300399002,9838,124
10575,58:65:e6:70:38:be,17364.445382999,9840,124
10576,58:65:e6:70:38:be,17364.446505924,9841,124
