,sa,timedifference,sequence no,length
34172,58:65:e6:70:38:be,68406.302518716,38180,124
34173,58:65:e6:70:38:be,68406.332626591,38183,124
34174,58:65:e6:70:38:be,68406.341728448,38184,124
34256,58:65:e6:70:38:be,68566.38750699599,38269,124
34257,58:65:e6:70:38:be,68566.43693391,38273,124
34258,58:65:e6:70:38:be,68566.467116984,38276,124
34259,58:65:e6:70:38:be,68566.517303006,38279,124
34260,58:65:e6:70:38:be,68566.518420966,38280,124
34261,58:65:e6:70:38:be,68566.589988037,38286,124
34460,58:65:e6:70:38:be,68886.586863259,38451,124
34461,58:65:e6:70:38:be,68886.594744355,38452,124
34462,58:65:e6:70:38:be,68886.607207034,38453,124
34463,58:65:e6:70:38:be,68886.61558255799,38454,124
34464,58:65:e6:70:38:be,68886.865162584,38476,124
34465,58:65:e6:70:38:be,68886.875456817,38477,124
