,sa,timedifference,sequence no,length
12735,58:65:e6:70:38:be,21601.163641152,12268,124
12736,58:65:e6:70:38:be,21601.223349037,12273,124
12737,58:65:e6:70:38:be,21601.234477596,12274,124
12738,58:65:e6:70:38:be,21601.444047713,12295,124
12739,58:65:e6:70:38:be,21601.454347035,12296,124
12740,58:65:e6:70:38:be,21601.464297397,12297,124
12741,58:65:e6:70:38:be,21601.484836768,12298,124
12742,58:65:e6:70:38:be,21601.494543517,12299,124
12808,58:65:e6:70:38:be,21761.274692201,12363,124
12809,58:65:e6:70:38:be,21761.278728694,12364,124
12810,58:65:e6:70:38:be,21761.288604007,12365,124
12811,58:65:e6:70:38:be,21761.308634074998,12367,124
12812,58:65:e6:70:38:be,21761.320542754,12368,124
12884,58:65:e6:70:38:be,21921.462805691,12470,124
12885,58:65:e6:70:38:be,21921.473617731,12471,124
12886,58:65:e6:70:38:be,21921.483364718,12472,124
12887,58:65:e6:70:38:be,21921.493241961,12473,124
12888,58:65:e6:70:38:be,21921.502330011,12474,124
12889,58:65:e6:70:38:be,21921.512868376,12475,124
12890,58:65:e6:70:38:be,21921.790925457,12498,124
12891,58:65:e6:70:38:be,21921.809940572002,12499,124
12972,58:65:e6:70:38:be,22081.584577118003,12568,124
12973,58:65:e6:70:38:be,22081.836609316,12594,124
