,sa,timedifference,sequence no,length
13842,58:65:e6:70:38:be,24042.73128983,13720,124
13843,58:65:e6:70:38:be,24042.763097794,13722,124
13925,58:65:e6:70:38:be,24202.575716662002,13793,124
13926,58:65:e6:70:38:be,24202.600277372003,13795,124
13927,58:65:e6:70:38:be,24202.614257381,13797,124
14021,58:65:e6:70:38:be,24402.769064313,13893,124
14022,58:65:e6:70:38:be,24403.060163622,13916,124
14097,58:65:e6:70:38:be,24562.873012866,13989,124
14098,58:65:e6:70:38:be,24562.88621848,13990,124
14099,58:65:e6:70:38:be,24562.894159357,13991,124
14100,58:65:e6:70:38:be,24562.924575247,13994,124
14101,58:65:e6:70:38:be,24562.944253886,13996,124
14102,58:65:e6:70:38:be,24563.125075013002,14010,124
14103,58:65:e6:70:38:be,24563.136203877002,14011,124
14104,58:65:e6:70:38:be,24563.157221213998,14012,124
14105,58:65:e6:70:38:be,24563.203102924,14016,124
