,sa,timedifference,sequence no,length
2745,80:2b:f9:f1:5e:e9,4225.244732493,6563,140
2746,80:2b:f9:f1:5e:e9,4225.254900903,6564,140
2757,80:2b:f9:f1:5e:e9,4254.997214707,6587,140
2758,80:2b:f9:f1:5e:e9,4255.007295878,6589,140
2770,80:2b:f9:f1:5e:e9,4285.19037615,6657,140
2771,80:2b:f9:f1:5e:e9,4285.20051463,6658,140
2854,80:2b:f9:f1:5e:e9,4434.821072002,6879,140
2855,80:2b:f9:f1:5e:e9,4435.067051412,6898,140
2856,80:2b:f9:f1:5e:e9,4435.0772472,6899,140
2890,80:2b:f9:f1:5e:e9,4495.06123746,7003,140
2891,80:2b:f9:f1:5e:e9,4495.073780674,7004,140
2892,80:2b:f9:f1:5e:e9,4495.087156262,7005,140
2893,80:2b:f9:f1:5e:e9,4495.098258978,7006,140
2920,80:2b:f9:f1:5e:e9,4524.775883939999,7035,140
2921,80:2b:f9:f1:5e:e9,4524.798700533,7036,140
2980,80:2b:f9:f1:5e:e9,4614.787982828,7172,140
2995,80:2b:f9:f1:5e:e9,4644.544458953,7205,140
2996,80:2b:f9:f1:5e:e9,4644.554455445,7206,140
3017,80:2b:f9:f1:5e:e9,4674.694862241,7260,140
3018,80:2b:f9:f1:5e:e9,4674.704361274999,7261,140
3019,80:2b:f9:f1:5e:e9,4674.750015625,7265,140
3020,80:2b:f9:f1:5e:e9,4674.761667396,7266,140
3042,80:2b:f9:f1:5e:e9,4734.461821009,7345,140
