,sa,timedifference,sequence no,length
26,80:2b:f9:f1:5e:e9,0.0,0,140
27,80:2b:f9:f1:5e:e9,0.2563860379999987,18,140
67,80:2b:f9:f1:5e:e9,59.92358519000001,97,140
90,80:2b:f9:f1:5e:e9,89.97954685900001,144,140
106,80:2b:f9:f1:5e:e9,119.744784582,182,140
129,80:2b:f9:f1:5e:e9,149.89107157200002,242,140
130,80:2b:f9:f1:5e:e9,149.898179873,243,140
131,80:2b:f9:f1:5e:e9,149.930602221,246,140
169,80:2b:f9:f1:5e:e9,209.655877792,332,140
170,80:2b:f9:f1:5e:e9,209.66605433200002,333,140
171,80:2b:f9:f1:5e:e9,209.88942584900002,350,140
172,80:2b:f9:f1:5e:e9,209.89983156,351,140
229,80:2b:f9:f1:5e:e9,299.57553447799995,484,140
230,80:2b:f9:f1:5e:e9,299.59970077599996,486,140
231,80:2b:f9:f1:5e:e9,299.61649967999995,487,140
232,80:2b:f9:f1:5e:e9,299.80327465999994,502,140
261,80:2b:f9:f1:5e:e9,329.56419365899995,531,140
262,80:2b:f9:f1:5e:e9,329.581420455,532,140
263,80:2b:f9:f1:5e:e9,329.592751577,533,140
264,80:2b:f9:f1:5e:e9,329.60579546899993,534,140
265,80:2b:f9:f1:5e:e9,329.84240222299997,551,140
266,80:2b:f9:f1:5e:e9,329.85254903199996,552,140
267,80:2b:f9:f1:5e:e9,329.8765050939999,554,140
306,80:2b:f9:f1:5e:e9,389.51787696799994,623,140
307,80:2b:f9:f1:5e:e9,389.52867078599996,624,140
308,80:2b:f9:f1:5e:e9,389.793873211,643,140
381,80:2b:f9:f1:5e:e9,509.29045753799994,803,140
383,80:2b:f9:f1:5e:e9,509.47584196599996,819,140
384,80:2b:f9:f1:5e:e9,509.48567951199993,820,140
402,80:2b:f9:f1:5e:e9,539.4889228129999,874,140
403,80:2b:f9:f1:5e:e9,539.498999535,875,140
447,80:2b:f9:f1:5e:e9,599.213617269,950,140
448,80:2b:f9:f1:5e:e9,599.442713067,968,140
449,80:2b:f9:f1:5e:e9,599.452922247,969,140
