,sa,timedifference,sequence no,length
18962,80:2b:f9:f1:5e:e9,35451.095931746,56450,140
18963,80:2b:f9:f1:5e:e9,35451.358237951,56470,140
18964,80:2b:f9:f1:5e:e9,35451.368385461,56471,140
18988,80:2b:f9:f1:5e:e9,35511.111903483,56556,140
18989,80:2b:f9:f1:5e:e9,35511.12311945,56557,140
19019,80:2b:f9:f1:5e:e9,35570.874733123,56643,140
19036,80:2b:f9:f1:5e:e9,35601.068826178,56713,140
19037,80:2b:f9:f1:5e:e9,35601.078986579996,56714,140
19065,80:2b:f9:f1:5e:e9,35661.027311207996,56811,140
19066,80:2b:f9:f1:5e:e9,35661.037511386,56812,140
19112,80:2b:f9:f1:5e:e9,35720.755570796,56891,140
19113,80:2b:f9:f1:5e:e9,35720.789740009,56894,140
19134,80:2b:f9:f1:5e:e9,35780.711849711995,56982,140
19135,80:2b:f9:f1:5e:e9,35780.731539657,56983,140
19136,80:2b:f9:f1:5e:e9,35780.750228252,56985,140
19137,80:2b:f9:f1:5e:e9,35780.927941703,56999,140
19138,80:2b:f9:f1:5e:e9,35780.98858304499,57002,140
19139,80:2b:f9:f1:5e:e9,35780.999812434995,57003,140
19168,80:2b:f9:f1:5e:e9,35840.684096023,57079,140
19169,80:2b:f9:f1:5e:e9,35840.951332738,57098,140
19170,80:2b:f9:f1:5e:e9,35840.961650430996,57099,140
19185,80:2b:f9:f1:5e:e9,35900.734629414,57182,140
19205,80:2b:f9:f1:5e:e9,35960.596674096,57267,140
19206,80:2b:f9:f1:5e:e9,35960.600982524,57268,140
19207,80:2b:f9:f1:5e:e9,35960.754904486996,57278,140
