,sa,timedifference,sequence no,length
44649,80:2b:f9:f1:5e:e9,85209.76695651101,136860,140
44665,80:2b:f9:f1:5e:e9,85239.53090929,136883,140
44666,80:2b:f9:f1:5e:e9,85239.541135497,136885,140
44672,80:2b:f9:f1:5e:e9,85269.735520499,136941,140
44705,80:2b:f9:f1:5e:e9,85329.47495812,137007,140
44706,80:2b:f9:f1:5e:e9,85329.70566791901,137025,140
44707,80:2b:f9:f1:5e:e9,85329.715711564,137026,140
44708,80:2b:f9:f1:5e:e9,85329.738005979,137028,140
44750,80:2b:f9:f1:5e:e9,85389.441013959,137101,140
44751,80:2b:f9:f1:5e:e9,85389.45116098401,137102,140
44752,80:2b:f9:f1:5e:e9,85389.67010781601,137118,140
44753,80:2b:f9:f1:5e:e9,85389.68029477901,137119,140
44796,80:2b:f9:f1:5e:e9,85449.407205248,137190,140
44815,80:2b:f9:f1:5e:e9,85479.43281044601,137246,140
44816,80:2b:f9:f1:5e:e9,85479.67487593001,137264,140
44817,80:2b:f9:f1:5e:e9,85479.685416106,137265,140
44858,80:2b:f9:f1:5e:e9,85539.38013611601,137336,140
44859,80:2b:f9:f1:5e:e9,85539.38130437,137337,140
44902,80:2b:f9:f1:5e:e9,85599.195438568,137412,140
44903,80:2b:f9:f1:5e:e9,85599.204054364,137414,140
44904,80:2b:f9:f1:5e:e9,85599.38953363601,137429,140
44909,80:2b:f9:f1:5e:e9,85629.397833878,137476,140
44910,80:2b:f9:f1:5e:e9,85629.420147538,137478,140
44955,80:2b:f9:f1:5e:e9,85689.35947338401,137570,140
44956,80:2b:f9:f1:5e:e9,85689.36964380201,137571,140
