,sa,timedifference,sequence no,length
26748,80:2b:f9:f1:5e:e9,53436.55131362299,85653,140
26749,80:2b:f9:f1:5e:e9,53436.558415132,85654,140
26750,80:2b:f9:f1:5e:e9,53436.57212302,85655,140
26751,80:2b:f9:f1:5e:e9,53436.788713284994,85672,140
26752,80:2b:f9:f1:5e:e9,53436.798902974995,85673,140
26764,80:2b:f9:f1:5e:e9,53466.846626246996,85726,140
26778,80:2b:f9:f1:5e:e9,53496.539037317,85761,140
26781,80:2b:f9:f1:5e:e9,53526.807729359,85830,140
26782,80:2b:f9:f1:5e:e9,53526.820199962,85831,140
26806,80:2b:f9:f1:5e:e9,53586.509542839,85915,140
26807,80:2b:f9:f1:5e:e9,53586.61197006799,85922,140
26829,80:2b:f9:f1:5e:e9,53646.350189672,85997,140
26830,80:2b:f9:f1:5e:e9,53646.542856472,86014,140
26840,80:2b:f9:f1:5e:e9,53676.553282734,86061,140
26841,80:2b:f9:f1:5e:e9,53676.563446234,86062,140
26851,80:2b:f9:f1:5e:e9,53706.323164359994,86093,140
26852,80:2b:f9:f1:5e:e9,53706.33373889799,86094,140
26853,80:2b:f9:f1:5e:e9,53706.551050771,86111,140
26854,80:2b:f9:f1:5e:e9,53706.561541141,86112,140
26898,80:2b:f9:f1:5e:e9,53796.282542443,86229,140
26899,80:2b:f9:f1:5e:e9,53796.29471148799,86230,140
26900,80:2b:f9:f1:5e:e9,53796.506674407,86246,140
26948,80:2b:f9:f1:5e:e9,53886.252397745,86375,140
26949,80:2b:f9:f1:5e:e9,53886.535209999,86395,140
