84:2e:27:6b:53:df,2009.7947140450003,18062,158
84:2e:27:6b:53:df,2009.7961039260001,18063,158
84:2e:27:6b:53:df,2009.7975014600004,18064,158
84:2e:27:6b:53:df,2009.798819941,18065,158
84:2e:27:6b:53:df,2009.8150665190003,18066,158
84:2e:27:6b:53:df,2009.8164561150004,18067,158
84:2e:27:6b:53:df,2009.8178551520002,18068,158
84:2e:27:6b:53:df,2009.819183622,18069,158
84:2e:27:6b:53:df,2010.148115802,18108,158
84:2e:27:6b:53:df,2010.149458224,18109,158
84:2e:27:6b:53:df,2010.150927335,18110,158
84:2e:27:6b:53:df,2010.152257729,18111,158
84:2e:27:6b:53:df,2254.364449669,20461,158
84:2e:27:6b:53:df,2254.381190745,20463,158
84:2e:27:6b:53:df,2254.3858358519997,20466,158
84:2e:27:6b:53:df,2254.46655118,20480,158
84:2e:27:6b:53:df,2254.488162697,20483,158
84:2e:27:6b:53:df,2254.489875678,20484,158
84:2e:27:6b:53:df,2254.49162575,20485,158
84:2e:27:6b:53:df,2254.4929448489997,20486,158
84:2e:27:6b:53:df,2254.699255269,20517,158
84:2e:27:6b:53:df,2254.7005761009996,20518,158
84:2e:27:6b:53:df,2254.7019624639997,20519,158
84:2e:27:6b:53:df,2254.761188812,20529,158
84:2e:27:6b:53:df,2254.762587288,20530,158
84:2e:27:6b:53:df,2255.107468568,20566,158
84:2e:27:6b:53:df,2262.645550618,20636,158
84:2e:27:6b:53:df,2262.646945165,20637,158
84:2e:27:6b:53:df,2262.648331538,20638,158
84:2e:27:6b:53:df,2262.649664368,20639,158
84:2e:27:6b:53:df,2323.1011996959996,21086,158
84:2e:27:6b:53:df,2323.102593702,21087,158
84:2e:27:6b:53:df,2323.103990279,21088,158
84:2e:27:6b:53:df,2323.105296853,21089,158
84:2e:27:6b:53:df,2386.704624073,21291,158
84:2e:27:6b:53:df,2386.7059044909997,21292,158
84:2e:27:6b:53:df,2386.707304436,21293,158
84:2e:27:6b:53:df,2386.7086971129997,21294,158
84:2e:27:6b:53:df,2386.724953439,21295,158
84:2e:27:6b:53:df,2386.726347034,21296,158
84:2e:27:6b:53:df,2386.727723785,21297,158
84:2e:27:6b:53:df,2386.729016326,21298,158
84:2e:27:6b:53:df,2387.0998161559996,21345,158
84:2e:27:6b:53:df,2387.1011998269996,21346,158
84:2e:27:6b:53:df,2387.102591891,21347,158
84:2e:27:6b:53:df,2387.103918975,21348,158
84:2e:27:6b:53:df,2387.120049958,21349,158
84:2e:27:6b:53:df,2387.1214512389997,21350,158
84:2e:27:6b:53:df,2387.1228426659995,21351,158
84:2e:27:6b:53:df,2387.124137598,21352,158
84:2e:27:6b:53:df,2387.207330411,21358,158
