delta seq no,length,label
0.35008344054222107,158,9
1.7345572710037231,158,9
-0.5080845355987549,158,9
1.8131203651428223,158,9
-0.043107371777296066,158,9
-1.1254758834838867,158,9
1.3454138040542603,158,9
0.6830348372459412,158,9
-0.29141414165496826,158,9
