Clock skew,RSS,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,duration,SSID,MAC Address
0.0,-89,1,0,0,0,0,0,0,0,0,2120,iptime,90:9f:33:fd:3e:02
