,sa,timedifference,sequence no,length
1713,94:d7:71:fc:67:c9,3045.703655889,10983,166
1714,94:d7:71:fc:67:c9,3046.1527659,11000,166
1715,94:d7:71:fc:67:c9,3046.180049249,11001,166
1716,94:d7:71:fc:67:c9,3046.4151738630003,11010,166
1717,94:d7:71:fc:67:c9,3046.442468974,11011,166
1763,94:d7:71:fc:67:c9,3280.470474049,11397,166
1781,94:d7:71:fc:67:c9,3285.534257183,11449,166
1782,94:d7:71:fc:67:c9,3285.561612232,11450,166
1785,94:d7:71:fc:67:c9,3285.9549366049996,11465,166
1786,94:d7:71:fc:67:c9,3286.010467224,11467,166
1860,94:d7:71:fc:67:c9,3331.3492293349996,11609,166
1861,94:d7:71:fc:67:c9,3331.798460641,11626,166
1862,94:d7:71:fc:67:c9,3331.825941121,11627,166
1863,94:d7:71:fc:67:c9,3337.632869436,11717,166
1864,94:d7:71:fc:67:c9,3337.66014203,11718,166
