,sa,timedifference,sequence no,length
2515,94:d7:71:fc:67:c9,4942.164587843,15306,166
2544,94:d7:71:fc:67:c9,4947.55998561,15355,166
2545,94:d7:71:fc:67:c9,4947.587652515,15356,166
2625,94:d7:71:fc:67:c9,4984.696015601,15593,166
2626,94:d7:71:fc:67:c9,4984.723539546,15594,166
2627,94:d7:71:fc:67:c9,4985.385452653,15620,166
2628,94:d7:71:fc:67:c9,4991.022676515,15706,166
2629,94:d7:71:fc:67:c9,4991.050044073,15707,166
2686,94:d7:71:fc:67:c9,5200.973402671,16072,166
2687,94:d7:71:fc:67:c9,5201.020852484,16073,166
2699,94:d7:71:fc:67:c9,5203.753704058,16100,166
2709,94:d7:71:fc:67:c9,5207.077281547,16146,166
2710,94:d7:71:fc:67:c9,5207.104463502,16147,166
2728,94:d7:71:fc:67:c9,5229.255570478,16278,166
2729,94:d7:71:fc:67:c9,5229.282842311,16279,166
2747,94:d7:71:fc:67:c9,5234.568907823,16348,166
2748,94:d7:71:fc:67:c9,5234.596241974,16349,166
2749,94:d7:71:fc:67:c9,5235.049352984,16366,166
2750,94:d7:71:fc:67:c9,5235.07673938,16367,166
2751,94:d7:71:fc:67:c9,5240.88794463,16454,166
2752,94:d7:71:fc:67:c9,5240.915284432,16455,166
2753,94:d7:71:fc:67:c9,5241.364790475,16472,166
2754,94:d7:71:fc:67:c9,5241.392183573,16473,166
