,sa,timedifference,sequence no,length
1120,94:d7:71:fc:67:c9,1842.979945281,7723,166
1121,94:d7:71:fc:67:c9,1843.0071384369999,7724,166
1158,94:d7:71:fc:67:c9,2196.88775373,8422,166
1159,94:d7:71:fc:67:c9,2196.935073689,8423,166
1161,94:d7:71:fc:67:c9,2197.466305555,8434,166
1162,94:d7:71:fc:67:c9,2197.517219059,8435,166
1190,94:d7:71:fc:67:c9,2203.10656792,8491,166
1191,94:d7:71:fc:67:c9,2203.133860315,8492,166
1194,94:d7:71:fc:67:c9,2203.582411555,8509,166
1195,94:d7:71:fc:67:c9,2203.609671691,8510,166
1246,94:d7:71:fc:67:c9,2233.968429519,8616,166
1247,94:d7:71:fc:67:c9,2233.995735295,8617,166
1248,94:d7:71:fc:67:c9,2234.340007753,8630,166
1249,94:d7:71:fc:67:c9,2234.443413624,8634,166
1250,94:d7:71:fc:67:c9,2234.470774802,8635,166
1251,94:d7:71:fc:67:c9,2234.684766479,8643,166
1252,94:d7:71:fc:67:c9,2240.2794362219997,8724,166
1253,94:d7:71:fc:67:c9,2240.306670252,8725,166
1254,94:d7:71:fc:67:c9,2246.59472249,8832,166
1255,94:d7:71:fc:67:c9,2246.622035132,8833,166
