,sa,timedifference,sequence no,length
1991,94:d7:71:fc:67:c9,3772.081759901,12541,166
1994,94:d7:71:fc:67:c9,3772.109414042,12542,166
2000,94:d7:71:fc:67:c9,3772.557589514,12559,166
2060,94:d7:71:fc:67:c9,3802.946749816,12678,166
2061,94:d7:71:fc:67:c9,3802.9735288849997,12679,166
2062,94:d7:71:fc:67:c9,3803.4223999449996,12696,166
2063,94:d7:71:fc:67:c9,3803.449598823,12697,166
2064,94:d7:71:fc:67:c9,3803.6651315349995,12705,166
2071,94:d7:71:fc:67:c9,3809.2582065789998,12790,166
2072,94:d7:71:fc:67:c9,3809.285533473,12791,166
2073,94:d7:71:fc:67:c9,3815.590202732,12898,166
2074,94:d7:71:fc:67:c9,3815.6175877299997,12899,166
2135,94:d7:71:fc:67:c9,4126.770478704,13413,166
2136,94:d7:71:fc:67:c9,4126.817900768,13414,166
2179,94:d7:71:fc:67:c9,4132.382602976,13462,166
2180,94:d7:71:fc:67:c9,4132.408892935,13463,166
2244,94:d7:71:fc:67:c9,4163.885559763,13615,166
2245,94:d7:71:fc:67:c9,4163.912860242,13616,166
2246,94:d7:71:fc:67:c9,4169.624842334,13700,166
2247,94:d7:71:fc:67:c9,4169.651656835,13701,166
