,sa,timedifference,sequence no,length
2532,00:f4:6f:9e:c6:eb,4932.490934811999,61440,149
2533,00:f4:6f:9e:c6:eb,4932.639836953999,61447,149
2534,00:f4:6f:9e:c6:eb,4932.7711921519995,61453,149
2536,00:f4:6f:9e:c6:eb,4932.814582673,61455,149
2537,00:f4:6f:9e:c6:eb,4932.882340733,61458,149
2540,00:f4:6f:9e:c6:eb,4934.894287689,61482,149
2541,00:f4:6f:9e:c6:eb,4936.667962361,61502,149
2542,00:f4:6f:9e:c6:eb,4936.940519604,61514,149
2543,00:f4:6f:9e:c6:eb,4937.054642135,61519,149
2690,00:f4:6f:9e:c6:eb,5191.0847220099995,65540,149
2691,00:f4:6f:9e:c6:eb,5191.104867836999,65541,149
2692,00:f4:6f:9e:c6:eb,5191.1284659719995,65542,149
2693,00:f4:6f:9e:c6:eb,5191.2828998879995,65549,149
2694,00:f4:6f:9e:c6:eb,5191.347291818,65552,149
2695,00:f4:6f:9e:c6:eb,5191.367441107,65553,149
2698,00:f4:6f:9e:c6:eb,5191.4998436139995,65559,149
2700,00:f4:6f:9e:c6:eb,5195.208402188,65588,149
2701,00:f4:6f:9e:c6:eb,5195.385760753,65597,149
2702,00:f4:6f:9e:c6:eb,5195.413281947,65598,149
2703,00:f4:6f:9e:c6:eb,5195.652476036,65609,149
2704,00:f4:6f:9e:c6:eb,5195.672721511999,65610,149
2705,00:f4:6f:9e:c6:eb,5195.967925567999,65623,149
