,sa,timedifference,sequence no,length
1976,00:f4:6f:9e:c6:eb,3756.565979059,49166,149
1977,00:f4:6f:9e:c6:eb,3756.586240491,49167,149
1978,00:f4:6f:9e:c6:eb,3756.629666416,49169,149
1982,00:f4:6f:9e:c6:eb,3760.5772339369996,49212,149
1983,00:f4:6f:9e:c6:eb,3760.596928871,49213,149
1984,00:f4:6f:9e:c6:eb,3760.934538804,49228,149
1985,00:f4:6f:9e:c6:eb,3760.954755966,49229,149
1986,00:f4:6f:9e:c6:eb,3761.202290609,49241,149
1987,00:f4:6f:9e:c6:eb,3761.22229908,49242,149
2148,00:f4:6f:9e:c6:eb,4117.024147703999,53249,149
2149,00:f4:6f:9e:c6:eb,4117.046018024,53250,149
2151,00:f4:6f:9e:c6:eb,4117.067620525,53251,149
2161,00:f4:6f:9e:c6:eb,4117.306713441999,53262,149
2162,00:f4:6f:9e:c6:eb,4117.326893946999,53263,149
2163,00:f4:6f:9e:c6:eb,4117.369933823999,53265,149
2164,00:f4:6f:9e:c6:eb,4117.393246039,53266,149
2166,00:f4:6f:9e:c6:eb,4119.404743302,53290,149
2167,00:f4:6f:9e:c6:eb,4121.1872220959995,53300,149
2168,00:f4:6f:9e:c6:eb,4121.207769801,53301,149
2172,00:f4:6f:9e:c6:eb,4121.542301222999,53317,149
2173,00:f4:6f:9e:c6:eb,4121.5629428699995,53318,149
2175,00:f4:6f:9e:c6:eb,4121.814599431999,53329,149
2176,00:f4:6f:9e:c6:eb,4121.834292797999,53330,149
