,sa,timedifference,sequence no,length
1322,00:f4:6f:9e:c6:eb,2496.080518541,36872,149
1323,00:f4:6f:9e:c6:eb,2496.123823732,36874,149
1324,00:f4:6f:9e:c6:eb,2496.144069427,36875,149
1325,00:f4:6f:9e:c6:eb,2496.298059327,36882,149
1326,00:f4:6f:9e:c6:eb,2496.319560324,36883,149
1327,00:f4:6f:9e:c6:eb,2496.38466081,36886,149
1328,00:f4:6f:9e:c6:eb,2496.4048925849997,36887,149
1329,00:f4:6f:9e:c6:eb,2500.502561507,36936,149
1330,00:f4:6f:9e:c6:eb,2500.52293549,36937,149
1331,00:f4:6f:9e:c6:eb,2500.635288689,36942,149
1332,00:f4:6f:9e:c6:eb,2500.656550358,36943,149
1333,00:f4:6f:9e:c6:eb,2500.726651014,36946,149
1334,00:f4:6f:9e:c6:eb,2500.769936147,36948,149
1335,00:f4:6f:9e:c6:eb,2500.790059251,36949,149
1336,00:f4:6f:9e:c6:eb,2500.902959845,36954,149
1337,00:f4:6f:9e:c6:eb,2500.923045422,36955,149
1548,00:f4:6f:9e:c6:eb,2834.3362109319996,40960,149
1549,00:f4:6f:9e:c6:eb,2834.3478094300003,40961,149
1554,00:f4:6f:9e:c6:eb,2834.413800364,40964,149
1555,00:f4:6f:9e:c6:eb,2834.4340167739997,40965,149
1556,00:f4:6f:9e:c6:eb,2834.45811799,40966,149
1560,00:f4:6f:9e:c6:eb,2834.520612336,40969,149
1561,00:f4:6f:9e:c6:eb,2834.543779978,40970,149
1562,00:f4:6f:9e:c6:eb,2834.589862087,40972,149
1563,00:f4:6f:9e:c6:eb,2834.609834954,40973,149
1565,00:f4:6f:9e:c6:eb,2834.673412778,40976,149
1566,00:f4:6f:9e:c6:eb,2834.693651333,40977,149
1575,00:f4:6f:9e:c6:eb,2834.847067326,40984,149
1576,00:f4:6f:9e:c6:eb,2834.8673177550004,40985,149
1591,00:f4:6f:9e:c6:eb,2836.727781052,41002,149
1592,00:f4:6f:9e:c6:eb,2838.648405324,41017,149
1593,00:f4:6f:9e:c6:eb,2838.670946639,41018,149
1594,00:f4:6f:9e:c6:eb,2838.9186770419997,41029,149
1595,00:f4:6f:9e:c6:eb,2838.938940059,41030,149
1596,00:f4:6f:9e:c6:eb,2839.0524577730002,41035,149
1597,00:f4:6f:9e:c6:eb,2839.073498006,41036,149
1599,00:f4:6f:9e:c6:eb,2839.188972054,41041,149
