,sa,timedifference,sequence no,length
1764,00:f4:6f:9e:c6:eb,3270.052580571,45072,149
1765,00:f4:6f:9e:c6:eb,3270.072561126,45073,149
1766,00:f4:6f:9e:c6:eb,3270.182263887,45078,149
1767,00:f4:6f:9e:c6:eb,3270.2252992030003,45080,149
1770,00:f4:6f:9e:c6:eb,3272.0955417050004,45098,149
1771,00:f4:6f:9e:c6:eb,3273.943562741,45110,149
1772,00:f4:6f:9e:c6:eb,3273.963789033,45111,149
1773,00:f4:6f:9e:c6:eb,3274.006260967,45113,149
1774,00:f4:6f:9e:c6:eb,3274.0801772980003,45116,149
1775,00:f4:6f:9e:c6:eb,3274.099609897,45117,149
1776,00:f4:6f:9e:c6:eb,3274.212710111,45122,149
1777,00:f4:6f:9e:c6:eb,3274.233214501,45123,149
1778,00:f4:6f:9e:c6:eb,3274.365815021,45129,149
1779,00:f4:6f:9e:c6:eb,3274.4814281000004,45134,149
1780,00:f4:6f:9e:c6:eb,3274.501733099,45135,149
