,sa,timedifference,sequence no,length
950,00:f4:6f:9e:c6:eb,1345.254211273,24586,149
951,00:f4:6f:9e:c6:eb,1345.2744612449999,24587,149
952,00:f4:6f:9e:c6:eb,1345.317833128,24589,149
953,00:f4:6f:9e:c6:eb,1345.385115931,24592,149
954,00:f4:6f:9e:c6:eb,1345.4483667240002,24595,149
955,00:f4:6f:9e:c6:eb,1349.2877888030002,24633,149
956,00:f4:6f:9e:c6:eb,1349.624922593,24648,149
957,00:f4:6f:9e:c6:eb,1349.645097046,24649,149
958,00:f4:6f:9e:c6:eb,1349.801700261,24656,149
959,00:f4:6f:9e:c6:eb,1349.89249272,24660,149
960,00:f4:6f:9e:c6:eb,1349.912804906,24661,149
1026,00:f4:6f:9e:c6:eb,1677.488714399,28674,149
1028,00:f4:6f:9e:c6:eb,1677.5103847930002,28675,149
1030,00:f4:6f:9e:c6:eb,1677.662758007,28682,149
1031,00:f4:6f:9e:c6:eb,1677.749041395,28686,149
1032,00:f4:6f:9e:c6:eb,1677.7691785470001,28687,149
1033,00:f4:6f:9e:c6:eb,1677.922619527,28694,149
1034,00:f4:6f:9e:c6:eb,1677.942841926,28695,149
1035,00:f4:6f:9e:c6:eb,1677.966010715,28696,149
1036,00:f4:6f:9e:c6:eb,1677.9854152589999,28697,149
1045,00:f4:6f:9e:c6:eb,1681.69451334,28729,149
1046,00:f4:6f:9e:c6:eb,1681.7141625089998,28730,149
1047,00:f4:6f:9e:c6:eb,1682.2352240920002,28753,149
1048,00:f4:6f:9e:c6:eb,1682.2506119430002,28754,149
