72:06:d1:d0:74:2a,2099.051981518,41522,NaN,94
72:06:d1:d0:74:2a,2099.100268436,41524,NaN,94
72:06:d1:d0:74:2a,2099.1491571029997,41526,NaN,94
72:06:d1:d0:74:2a,2099.1974103820003,41528,NaN,94
72:06:d1:d0:74:2a,2162.057657721,49725,NaN,94
72:06:d1:d0:74:2a,2162.204171876,49731,NaN,94
72:06:d1:d0:74:2a,2162.251337307,49733,NaN,94
72:06:d1:d0:74:2a,2224.997345375,53831,NaN,94
72:06:d1:d0:74:2a,2225.021596269,53832,NaN,94
72:06:d1:d0:74:2a,2225.069888287,53834,NaN,94
72:06:d1:d0:74:2a,2225.118994687,53836,NaN,94
72:06:d1:d0:74:2a,2225.142726693,53837,NaN,94
72:06:d1:d0:74:2a,2288.069975288,57939,NaN,94
72:06:d1:d0:74:2a,2288.215474784,57945,NaN,94
72:06:d1:d0:74:2a,2288.2636973020003,57947,NaN,94
72:06:d1:d0:74:2a,2288.2881323320003,57948,NaN,94
72:06:d1:d0:74:2a,2351.061178126,62046,NaN,94
72:06:d1:d0:74:2a,2351.1095592,62048,NaN,94
72:06:d1:d0:74:2a,2351.158563048,62050,NaN,94
