f8:e6:1a:f1:d6:49,4106.1319578620005,455950,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,4106.13325553,455951,NaN,156
f8:e6:1a:f1:d6:49,4106.167615739,455952,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,4106.168903515,455953,NaN,156
f8:e6:1a:f1:d6:49,4107.266624855,456002,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,4107.267942484,456003,NaN,156
f8:e6:1a:f1:d6:49,4107.299390154,456004,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,4107.300571332999,456005,NaN,156
f8:e6:1a:f1:d6:49,4120.043250953,456062,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,4120.066880474,456063,NaN,156
f8:e6:1a:f1:d6:49,4120.075106621,456064,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,4120.076520899001,456065,NaN,156
