f8:e6:1a:f1:d6:49,899.558326181,177,156
f8:e6:1a:f1:d6:49,899.565137198,178,156
f8:e6:1a:f1:d6:49,899.597511509,179,156
f8:e6:1a:f1:d6:49,921.4207019179998,205,156
f8:e6:1a:f1:d6:49,921.421997225,206,156
f8:e6:1a:f1:d6:49,921.461636432,207,156
f8:e6:1a:f1:d6:49,921.462941217,208,156
f8:e6:1a:f1:d6:49,921.5072220729999,210,156
f8:e6:1a:f1:d6:49,1199.504365755,249,156
f8:e6:1a:f1:d6:49,1199.505660201,250,156
f8:e6:1a:f1:d6:49,1199.5077723959998,251,156
f8:e6:1a:f1:d6:49,1199.509024469,252,156
f8:e6:1a:f1:d6:49,1199.948820635,273,156
f8:e6:1a:f1:d6:49,1199.950138189,274,156
f8:e6:1a:f1:d6:49,1199.989170393,275,156
f8:e6:1a:f1:d6:49,1199.99055395,276,156
