mac :34:08:04:9b:31:79,delta seq no : [0.94413745],cost : 135.25476
mac :34:08:04:9b:31:79,delta seq no : [0.9845858],cost : 160.86957
mac :34:08:04:9b:31:79,delta seq no : [0.9045641],cost : 116.52338
mac :34:08:04:9b:31:79,delta seq no : [1.0069973],cost : 127.95394
mac :34:08:04:9b:31:79,delta seq no : [1.0116034],cost : 303.69965
mac :34:08:04:9b:31:79,delta seq no : [0.9463189],cost : 159.40067
mac :34:08:04:9b:31:79,delta seq no : [0.95180887],cost : 67.328354
mac :34:08:04:9b:31:79,delta seq no : [0.9636839],cost : 258.54956
mac :34:08:04:9b:31:79,delta seq no : [0.9192563],cost : 164.28662
mac :34:08:04:9b:31:79,delta seq no : [0.8795399],cost : 96.722305
mac :34:08:04:9b:31:79,delta seq no : [0.87726593],cost : 101.265366
mac :34:08:04:9b:31:79,delta seq no : [0.84675276],cost : 97.026665
mac :34:08:04:9b:31:79,delta seq no : [0.833339],cost : 164.3076
mac :34:08:04:9b:31:79,delta seq no : [0.91268563],cost : 326.23062
mac :34:08:04:9b:31:79,delta seq no : [0.87636673],cost : 283.3456
mac :34:08:04:9b:31:79,delta seq no : [0.8396095],cost : 161.35532
mac :34:08:04:9b:31:79,delta seq no : [0.827984],cost : 108.595764
mac :34:08:04:9b:31:79,delta seq no : [0.86439943],cost : 128.69691
mac :34:08:04:9b:31:79,delta seq no : [0.85008204],cost : 86.69947
mac :34:08:04:9b:31:79,delta seq no : [0.8783276],cost : 262.13858
mac :34:08:04:9b:31:79,delta seq no : [0.80394256],cost : 156.44159
mac :34:08:04:9b:31:79,delta seq no : [0.8453832],cost : 131.59157
mac :34:08:04:9b:31:79,delta seq no : [0.8415543],cost : 172.30368
mac :34:08:04:9b:31:79,delta seq no : [0.8359503],cost : 119.863525
mac :34:08:04:9b:31:79,delta seq no : [0.8249757],cost : 120.21586
mac :34:08:04:9b:31:79,delta seq no : [0.985013],cost : 233.37312
mac :34:08:04:9b:31:79,delta seq no : [0.7986783],cost : 105.84692
mac :34:08:04:9b:31:79,delta seq no : [0.8450036],cost : 129.42062
