2.124275528721315e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.124401056380683e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.128926797860676e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.135563303919154e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.1010566128111452e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.1024824630874694e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0581455204013204e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.021798894593216e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.049004361012978e-05,-89,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0597743666975452e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0334759080077358e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0583930526685117e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.051985376118561e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.054230637862551e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0308973355897533e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0690647478745688e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0289116181569826e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0492792832866605e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.055802528785726e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0252994008139107e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0403580326315005e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.035830514337948e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0429705530656406e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.082490440512938e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0539212530733742e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0834256858706638e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.053164553365639e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0325413613784528e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0524567516638005e-05,-89,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
2.0309104769858426e-05,-91,1,3096,olleh_WiFi_1B1E,08:5d:dd:60:1b:22
