08:5d:dd:60:1b:22,olleh_WiFi_1B1E,0.0,901.144120445,1,-85,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,0.102373,901.246500685,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,0.204773,901.348845568,1,-87,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,3.6864,904.830498227,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,3.788773,904.932870488,1,-87,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,3.891191,905.035335389,1,-85,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,4.710373,905.854606543,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,7.475173,908.619458596,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,7.577573,908.721860912,1,-87,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,11.264,912.408288859,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,14.847991,915.992419804,1,-91,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,14.950373,916.094818491,1,-87,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,15.052782,916.197118777,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,18.534382,919.678855163,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,18.6368,919.781210596,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,18.7392,919.883607915,1,-91,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,22.220773,923.365371565,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,22.323173,923.467769441,1,-87,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,22.425582,923.570179434,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,26.111982,927.256684290,1,-91,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,26.828782,927.973485376,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,29.696,930.840759601,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,29.798382,930.943144020,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,29.9008,931.045566433,1,-91,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,33.382373,934.527219126,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,33.484782,934.629609640,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,33.587182,934.732008844,1,-87,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,37.171191,938.316090484,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,37.273591,938.418437047,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,38.0928,939.237720630,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,40.8576,942.002493364,1,-91,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,40.959991,942.104863054,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,44.544,945.688972825,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,44.6464,945.791388357,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,48.2304,949.375547201,1,-89,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,48.332782,949.477883555,1,-87,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,55.7056,956.850908560,1,-91,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,59.392,960.537386854,1,-91,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,59.4944,960.639698721,1,-91,3096
08:5d:dd:60:1b:22,olleh_WiFi_1B1E,60.313582,961.458994236,1,-89,3096
