d6:60:57:0d:9e:9f,1314.717178382,160547,NaN,94
d6:60:57:0d:9e:9f,1314.766174076,160549,NaN,94
d6:60:57:0d:9e:9f,1314.789803595,160550,NaN,94
d6:60:57:0d:9e:9f,1314.814252381,160551,NaN,94
d6:60:57:0d:9e:9f,1314.887013288,160554,NaN,94
d6:60:57:0d:9e:9f,1314.911525791,160555,NaN,94
d6:60:57:0d:9e:9f,1314.935295043,160556,NaN,94
d6:60:57:0d:9e:9f,1377.9116468,168758,NaN,94
d6:60:57:0d:9e:9f,1440.810451355,172861,NaN,94
d6:60:57:0d:9e:9f,1440.882901092,172864,NaN,94
d6:60:57:0d:9e:9f,1440.907609233,172865,NaN,94
