ac:36:13:5b:00:45,731.051375656,147584,NaN,157
ac:36:13:5b:00:45,731.071624205,147585,NaN,157
ac:36:13:5b:00:45,731.114503662,147587,NaN,157
ac:36:13:5b:00:45,866.6741942739999,172084,NaN,159
ac:36:13:5b:00:45,872.191015968,180347,NaN,157
ac:36:13:5b:00:45,1018.977310195,212994,NaN,159
ac:36:13:5b:00:45,1018.978644402,212995,NaN,159
ac:36:13:5b:00:45,1019.20946985,213006,NaN,159
ac:36:13:5b:00:45,1019.229692725,213007,NaN,159
ac:36:13:5b:00:45,1021.817647083,221228,NaN,159
ac:36:13:5b:00:45,1022.2752211510001,221239,NaN,159
ac:36:13:5b:00:45,1022.3143505689999,221240,NaN,159
ac:36:13:5b:00:45,1027.572514293,229494,NaN,157
ac:36:13:5b:00:45,1027.593319187,229495,NaN,157
ac:36:13:5b:00:45,1027.661471378,229499,NaN,157
ac:36:13:5b:00:45,1027.7732140360001,229504,NaN,157
