,sa,timedifference,sequence no,length
24546,0c:1c:20:0c:38:84,48157.494328304,13225,223
24547,0c:1c:20:0c:38:84,48157.496292747,13226,223
24548,0c:1c:20:0c:38:84,48157.900187699,13235,223
24549,0c:1c:20:0c:38:84,48157.902060647,13236,223
24550,0c:1c:20:0c:38:84,48158.491260322,13241,223
24551,0c:1c:20:0c:38:84,48158.493157701,13242,223
24606,0c:1c:20:0c:38:84,48317.68090982299,13271,223
24607,0c:1c:20:0c:38:84,48317.682931881995,13272,223
24608,0c:1c:20:0c:38:84,48319.244154464,13287,223
24609,0c:1c:20:0c:38:84,48319.24607128299,13288,223
24679,0c:1c:20:0c:38:84,48477.60050634299,13317,223
24680,0c:1c:20:0c:38:84,48477.602491364,13318,223
24681,0c:1c:20:0c:38:84,48477.798325437994,13319,223
24682,0c:1c:20:0c:38:84,48477.800203036,13320,223
24683,0c:1c:20:0c:38:84,48479.362490269996,13335,223
24684,0c:1c:20:0c:38:84,48479.364378084996,13336,223
