,sa,timedifference,sequence no,length
12010,0c:1c:20:0c:38:84,19838.832759602,5448,223
12105,0c:1c:20:0c:38:84,19998.144763078002,5482,223
12106,0c:1c:20:0c:38:84,19998.149408855003,5483,223
12107,0c:1c:20:0c:38:84,19999.239449809,5496,223
12108,0c:1c:20:0c:38:84,19999.241403652002,5497,223
12177,0c:1c:20:0c:38:84,20158.252549611,5530,223
12178,0c:1c:20:0c:38:84,20158.254495552,5531,223
12179,0c:1c:20:0c:38:84,20159.417239508002,5542,223
12180,0c:1c:20:0c:38:84,20159.419161476,5543,223
12286,0c:1c:20:0c:38:84,20318.243131935,5574,223
12287,0c:1c:20:0c:38:84,20318.441994014,5577,223
12288,0c:1c:20:0c:38:84,20319.805055285,5590,223
12289,0c:1c:20:0c:38:84,20319.810023151,5591,223
12290,0c:1c:20:0c:38:84,20320.005390873,5593,223
