68:ff:7b:f5:d9:0e,TP-Link_D90E,0.0,3420.935626350,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,3.686683,3424.622374071,3,-77,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,4.403294,3425.339022866,3,-79,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,4.50702,3425.442758984,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,7.372976,3428.308794005,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,7.475445,3428.411284685,3,-77,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,11.059265,3431.995098838,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,11.98214,3432.918000907,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,14.848154,3435.784069470,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,14.95051,3435.886543482,3,-79,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,18.534692,3439.470707744,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,18.637236,3439.573327497,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,22.222054,3443.158168521,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,22.323354,3443.259504941,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,25.908463,3446.844657812,3,-87,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,29.593757,3450.530082627,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,33.382405,3454.318911015,3,-87,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,33.484933,3454.421397338,3,-77,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,37.070398,3458.007010224,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,37.171212,3458.107739119,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,40.758669,3461.695371991,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,44.442707,3465.379383579,3,-83,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,45.261125,3466.197885779,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,48.128027,3469.064817164,3,-79,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,48.23042,3469.167198755,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,51.9168,3472.853754237,3,-83,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,52.020636,3472.957650662,3,-83,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,55.60329,3476.540388087,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,55.70745,3476.644559160,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,58.777948,3479.715131124,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,63.078411,3484.015612645,3,-87,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,63.180911,3484.118214602,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,66.150955,3487.088209663,3,-89,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,66.765686,3487.702964845,3,-89,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,70.452074,3491.389578154,3,-79,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,70.554464,3491.491873471,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,74.137735,3495.075289080,3,-87,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,74.24015,3495.177637421,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,74.343249,3495.280755570,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,78.746396,3499.684102492,3,-83,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,81.511155,3502.448833941,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,81.715229,3502.653010898,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,85.299218,3506.236987145,3,-81,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,85.401613,3506.339377771,3,-91,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,92.672067,3513.610150901,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,93.594631,3514.532728395,3,-87,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,97.280992,3518.219076143,3,-85,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,100.147827,3521.086108057,3,-87,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,107.622441,3528.560799784,3,-83,2104
68:ff:7b:f5:d9:0e,TP-Link_D90E,111.308833,3532.247345865,3,-91,2104
