,sa,timedifference,sequence no,length
42392,34:08:04:9b:31:79,45606.388520395005,37617,273
42393,34:08:04:9b:31:79,45606.995010738,37623,273
42394,34:08:04:9b:31:79,45607.00980654899,37625,273
42395,34:08:04:9b:31:79,45607.140954941,37626,273
42396,34:08:04:9b:31:79,45608.645842829996,37644,273
42423,34:08:04:9b:31:79,45666.540737995005,37670,273
42424,34:08:04:9b:31:79,45667.14271149899,37676,273
42425,34:08:04:9b:31:79,45667.14502760599,37677,273
42426,34:08:04:9b:31:79,45667.308012605994,37680,273
42460,34:08:04:9b:31:79,45727.901329332,37740,273
42482,34:08:04:9b:31:79,45785.635095952995,37760,273
42485,34:08:04:9b:31:79,45787.89406636599,37787,273
42486,34:08:04:9b:31:79,45787.898727395004,37789,273
42508,34:08:04:9b:31:79,45846.24228804899,37811,273
42509,34:08:04:9b:31:79,45846.244572428,37812,273
42513,34:08:04:9b:31:79,45848.49804184299,37837,273
42514,34:08:04:9b:31:79,45848.500313927,37838,273
42576,34:08:04:9b:31:79,45966.994454985994,37919,273
42577,34:08:04:9b:31:79,45966.996828702,37920,273
42578,34:08:04:9b:31:79,45966.99914394399,37921,273
42605,34:08:04:9b:31:79,46027.747514085,37977,273
42655,34:08:04:9b:31:79,46087.74566288201,38025,273
42656,34:08:04:9b:31:79,46088.046667677,38033,273
42694,34:08:04:9b:31:79,46145.780501915,38052,273
42695,34:08:04:9b:31:79,46145.786714008995,38054,273
42699,34:08:04:9b:31:79,46147.900280937,38077,273
42700,34:08:04:9b:31:79,46148.035991549,38079,273
42701,34:08:04:9b:31:79,46148.040532835,38081,273
