,sa,timedifference,sequence no,length
45491,34:08:04:9b:31:79,50435.781097932006,41723,273
45492,34:08:04:9b:31:79,50435.783451102994,41724,273
45493,34:08:04:9b:31:79,50435.789201217995,41725,273
45494,34:08:04:9b:31:79,50438.033793530994,41750,273
45495,34:08:04:9b:31:79,50438.038189237006,41751,273
45530,34:08:04:9b:31:79,50496.381793445005,41782,273
45531,34:08:04:9b:31:79,50496.384057223,41783,273
45532,34:08:04:9b:31:79,50496.991229138,41789,273
45533,34:08:04:9b:31:79,50498.04145001399,41804,273
45559,34:08:04:9b:31:79,50556.381117797006,41828,273
45560,34:08:04:9b:31:79,50557.13304962899,41837,273
45561,34:08:04:9b:31:79,50557.13536712399,41838,273
45562,34:08:04:9b:31:79,50558.78260355799,41858,273
45601,34:08:04:9b:31:79,50616.533063568,41880,273
45602,34:08:04:9b:31:79,50617.13751536899,41886,273
45603,34:08:04:9b:31:79,50617.298169776,41891,273
45625,34:08:04:9b:31:79,50675.49073003899,41921,273
45626,34:08:04:9b:31:79,50675.494774658,41922,273
45627,34:08:04:9b:31:79,50675.656360294,41925,273
45630,34:08:04:9b:31:79,50677.295451065,41945,273
45668,34:08:04:9b:31:79,50735.63245342599,41972,273
45669,34:08:04:9b:31:79,50735.643908895,41974,273
45673,34:08:04:9b:31:79,50738.644727975,42008,273
45674,34:08:04:9b:31:79,50738.65123058899,42009,273
45675,34:08:04:9b:31:79,50738.65987609299,42010,273
45705,34:08:04:9b:31:79,50796.231161808,42026,273
45706,34:08:04:9b:31:79,50796.233488347,42027,273
45707,34:08:04:9b:31:79,50796.23596638399,42028,273
45713,34:08:04:9b:31:79,50798.788919700004,42061,273
45745,34:08:04:9b:31:79,50856.520174053,42081,273
45746,34:08:04:9b:31:79,50856.52246557399,42082,273
45835,34:08:04:9b:31:79,50975.63594659099,42170,273
