,sa,timedifference,sequence no,length
28896,34:08:04:9b:31:79,21657.691777620996,14861,273
28897,34:08:04:9b:31:79,21657.705967507005,14863,273
28921,34:08:04:9b:31:79,21718.290575133993,14927,273
28922,34:08:04:9b:31:79,21718.292852847,14928,273
28925,34:08:04:9b:31:79,21720.832382263994,14961,273
28952,34:08:04:9b:31:79,21778.591193807,15004,273
28953,34:08:04:9b:31:79,21778.60451009,15005,273
29017,34:08:04:9b:31:79,21897.704982176998,15118,273
29043,34:08:04:9b:31:79,21959.941142895994,15212,273
29044,34:08:04:9b:31:79,21959.958332523995,15214,273
29045,34:08:04:9b:31:79,21960.092222445994,15216,273
29046,34:08:04:9b:31:79,21960.546504607002,15219,273
29047,34:08:04:9b:31:79,21960.548787255997,15220,273
29079,34:08:04:9b:31:79,22017.839008304996,15252,273
29080,34:08:04:9b:31:79,22017.850982985,15254,273
29081,34:08:04:9b:31:79,22019.94097834399,15276,273
29082,34:08:04:9b:31:79,22019.945833911,15278,273
29109,34:08:04:9b:31:79,22078.44325462399,15325,273
29110,34:08:04:9b:31:79,22078.445628062997,15326,273
29112,34:08:04:9b:31:79,22079.046285523,15331,273
29116,34:08:04:9b:31:79,22080.089852412,15346,273
29138,34:08:04:9b:31:79,22139.041443632,15384,273
29139,34:08:04:9b:31:79,22139.044047268,15385,273
29140,34:08:04:9b:31:79,22139.046421807994,15386,273
29141,34:08:04:9b:31:79,22139.189886612003,15387,273
29166,34:08:04:9b:31:79,22199.188439273996,15445,273
29167,34:08:04:9b:31:79,22199.190793499998,15446,273
29168,34:08:04:9b:31:79,22199.199934533994,15447,273
