,sa,timedifference,sequence no,length
34950,34:08:04:9b:31:79,33615.481664476,27088,273
34951,34:08:04:9b:31:79,33616.077190706,27093,273
34952,34:08:04:9b:31:79,33616.07951200599,27094,273
34953,34:08:04:9b:31:79,33616.081873202,27095,273
34954,34:08:04:9b:31:79,33616.223978226,27096,273
34971,34:08:04:9b:31:79,33674.426745391,27130,273
34972,34:08:04:9b:31:79,33674.429017007,27131,273
34973,34:08:04:9b:31:79,33674.432958048,27132,273
34974,34:08:04:9b:31:79,33676.689511870994,27159,273
34975,34:08:04:9b:31:79,33676.827655503,27161,273
34996,34:08:04:9b:31:79,33734.43652265599,27194,273
34997,34:08:04:9b:31:79,33734.57320441899,27196,273
34998,34:08:04:9b:31:79,33734.5793289,27197,273
34999,34:08:04:9b:31:79,33734.588534968,27198,273
35001,34:08:04:9b:31:79,33735.178284857,27203,273
35003,34:08:04:9b:31:79,33737.574422541,27233,273
35031,34:08:04:9b:31:79,33795.17685534,27260,273
35032,34:08:04:9b:31:79,33797.423096993996,27286,273
35033,34:08:04:9b:31:79,33797.57067936899,27289,273
35034,34:08:04:9b:31:79,33797.718623659996,27292,273
35035,34:08:04:9b:31:79,33797.720928407,27293,273
35058,34:08:04:9b:31:79,33855.174368837004,27314,273
35059,34:08:04:9b:31:79,33855.17669520099,27315,273
35060,34:08:04:9b:31:79,33855.179050081,27316,273
35061,34:08:04:9b:31:79,33855.46974361299,27320,273
35144,34:08:04:9b:31:79,34036.97109520399,27509,273
35177,34:08:04:9b:31:79,34094.71896646499,27543,273
35178,34:08:04:9b:31:79,34094.729879797,27545,273
35181,34:08:04:9b:31:79,34096.970209953986,27571,273
35182,34:08:04:9b:31:79,34096.972582631,27572,273
35202,34:08:04:9b:31:79,34155.320574608995,27608,273
35203,34:08:04:9b:31:79,34155.322863911,27609,273
35204,34:08:04:9b:31:79,34155.92264032,27614,273
35205,34:08:04:9b:31:79,34155.931118947,27616,273
35206,34:08:04:9b:31:79,34156.974590415004,27631,273
