,sa,timedifference,sequence no,length
37123,34:08:04:9b:31:79,37222.87319717799,30477,273
37127,34:08:04:9b:31:79,37224.68200715,30504,273
37128,34:08:04:9b:31:79,37224.70605632001,30505,273
37129,34:08:04:9b:31:79,37225.138901982995,30508,273
37164,34:08:04:9b:31:79,37283.019765453995,30531,273
37165,34:08:04:9b:31:79,37283.028765537994,30532,273
37168,34:08:04:9b:31:79,37285.125964502,30555,273
37169,34:08:04:9b:31:79,37285.271298185995,30558,273
37170,34:08:04:9b:31:79,37286.022934714,30567,273
37171,34:08:04:9b:31:79,37286.03376743899,30568,273
37211,34:08:04:9b:31:79,37343.625621203,30590,273
37212,34:08:04:9b:31:79,37343.627837967,30591,273
37213,34:08:04:9b:31:79,37343.779665401,30595,273
37214,34:08:04:9b:31:79,37345.871882707,30617,273
37215,34:08:04:9b:31:79,37345.87425343999,30618,273
37216,34:08:04:9b:31:79,37345.87654688,30619,273
37314,34:08:04:9b:31:79,37525.13816164799,30777,273
37359,34:08:04:9b:31:79,37585.420519538995,30835,273
37387,34:08:04:9b:31:79,37643.164894709,30862,273
37388,34:08:04:9b:31:79,37645.267338898004,30887,273
37389,34:08:04:9b:31:79,37645.41294447599,30889,273
37425,34:08:04:9b:31:79,37703.768253213,30927,273
37426,34:08:04:9b:31:79,37703.91545810799,30930,273
37427,34:08:04:9b:31:79,37704.37886530701,30935,273
37428,34:08:04:9b:31:79,37705.417156468,30948,273
37475,34:08:04:9b:31:79,37766.016868391,31008,273
